snr_in,method,metric,n,mean,std,median,baseline_mean,delta_mean,stat,p,effect_r,p_holm
0.0,M04,snr_imp_scaled,22,11.49076350580775,6.296342705773015,9.407623035880615,12.514436217133225,-1.0236727113254789,61.0,0.032894134521484375,-0.5177865612648221,0.16447067260742188
0.0,M04np,snr_imp_scaled,22,11.49076350580775,6.296342705773015,9.407623035880615,12.514436217133225,-1.0236727113254789,61.0,0.032894134521484375,-0.5177865612648221,0.16447067260742188
0.0,M05f,snr_imp_scaled,22,10.980111177676527,2.675131505788352,10.621859441053267,12.514436217133225,-1.5343250394566998,86.0,0.19821882247924805,-0.3201581027667984,0.5946564674377441
0.0,M03,snr_imp_scaled,22,10.648551780968457,2.9147416195596025,10.336667547113251,12.514436217133225,-1.8658844361647704,41.0,0.004151344299316406,-0.6758893280632411,0.024908065795898438
0.0,M_FE,snr_imp_scaled,22,9.765899993909407,4.495987846093776,8.725767499453102,12.514436217133225,-2.7485362232238213,5.0,4.76837158203125e-06,-0.9604743083003953,4.76837158203125e-05
0.0,M00,snr_imp_scaled,22,3.7301643217597724,0.8517062278654857,3.5114003385658252,12.514436217133225,-8.784271895373458,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
5.0,B02,snr_imp_scaled,22,16.396181733664005,7.132454010607682,13.691098484920623,11.777965302922452,4.618216430741553,0.0,4.76837158203125e-07,1.0,6.198883056640625e-06
5.0,B01,snr_imp_scaled,22,16.307109716966465,5.076761666383245,16.113700254088265,11.777965302922452,4.529144414044011,0.0,4.76837158203125e-07,1.0,6.198883056640625e-06
5.0,M08,snr_imp_scaled,22,14.450684601183264,3.341631540103668,15.062052568481576,11.777965302922452,2.6727192982608114,42.0,0.004684925079345703,0.6679841897233202,0.037479400634765625
5.0,M06,snr_imp_scaled,22,14.331053255693602,3.2371992454799594,14.374545705394091,11.777965302922452,2.5530879527711487,51.0,0.01272726058959961,0.5968379446640316,0.08030891418457031
5.0,M07,snr_imp_scaled,22,13.328116804336611,2.8841816660776542,13.068779533973668,11.777965302922452,1.5501515014141583,71.0,0.0737757682800293,0.43873517786561267,0.3688788414001465
5.0,M05,snr_imp_scaled,22,11.312381447976419,2.9964381502772115,11.700860237009326,11.777965302922452,-0.4655838549460325,107.0,0.5445904731750488,-0.1541501976284585,0.8268799781799316
5.0,M04,snr_imp_scaled,22,11.063770280239988,6.222375401214669,9.545173705696582,11.777965302922452,-0.7141950226824659,92.0,0.27562665939331055,-0.2727272727272727,0.8268799781799316
5.0,M04np,snr_imp_scaled,22,11.063770280239988,6.222375401214669,9.545173705696582,11.777965302922452,-0.7141950226824659,92.0,0.27562665939331055,-0.2727272727272727,0.8268799781799316
5.0,M02,snr_imp_scaled,22,10.625434038024395,2.9899067284312624,10.57431619210702,11.777965302922452,-1.1525312648980544,71.0,0.0737757682800293,-0.43873517786561267,0.3688788414001465
5.0,M03,snr_imp_scaled,22,9.824963744021652,2.798345694078224,9.556802734553834,11.777965302922452,-1.9530015589008016,17.0,9.870529174804688e-05,-0.8656126482213439,0.0009870529174804688
5.0,M05f,snr_imp_scaled,22,9.654561588596062,2.6924243067857314,9.67984908371892,11.777965302922452,-2.123403714326391,50.0,0.011472702026367188,-0.6047430830039525,0.08030891418457031
5.0,M_FE,snr_imp_scaled,22,9.637337854825027,4.934411248597421,8.840578671377632,11.777965302922452,-2.140627448097425,26.0,0.0005044937133789062,-0.7944664031620553,0.004540443420410156
5.0,M00,snr_imp_scaled,22,1.9204480313600667,0.8260432356406606,1.6201287154538537,11.777965302922452,-9.857517271562385,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
10.0,B01,snr_imp_scaled,22,16.654579897045668,4.920846717314018,15.693292019778596,11.991509586462298,4.663070310583378,0.0,4.76837158203125e-07,1.0,6.198883056640625e-06
10.0,B02,snr_imp_scaled,22,16.182821931811187,6.587779692573953,13.966569610993187,11.991509586462298,4.191312345348893,0.0,4.76837158203125e-07,1.0,6.198883056640625e-06
10.0,M08,snr_imp_scaled,22,13.071063148860132,3.222133496159142,13.31369889798311,11.991509586462298,1.079553562397836,76.0,0.1054534912109375,0.39920948616600793,0.632720947265625
10.0,M06,snr_imp_scaled,22,12.612412740810532,3.1417542974745856,12.944955958694788,11.991509586462298,0.6209031543482343,90.0,0.24789905548095703,0.2885375494071146,0.9915962219238281
10.0,M04,snr_imp_scaled,22,11.924882742180097,5.936966644142219,10.624140178265701,11.991509586462298,-0.06662684428219859,116.0,0.7502379417419434,-0.08300395256916997,1.0
10.0,M04np,snr_imp_scaled,22,11.924882742180097,5.936966644142219,10.624140178265701,11.991509586462298,-0.06662684428219859,116.0,0.7502379417419434,-0.08300395256916997,1.0
10.0,M07,snr_imp_scaled,22,11.496281987616724,2.7979205771484,11.333594057103742,11.991509586462298,-0.49522759884557144,117.0,0.774528980255127,-0.07509881422924901,1.0
10.0,M_FE,snr_imp_scaled,22,10.943322600716087,5.2157186694768916,9.946642458655317,11.991509586462298,-1.0481869857462092,82.0,0.15597057342529297,-0.35177865612648224,0.7798528671264648
10.0,M02,snr_imp_scaled,22,9.904729184807913,3.439773751133873,10.239462589837801,11.991509586462298,-2.0867804016543805,30.0,0.0009412765502929688,-0.7628458498023716,0.00753021240234375
10.0,M05,snr_imp_scaled,22,9.890174406721947,3.2790824258042797,9.419189851374721,11.991509586462298,-2.101335179740347,50.0,0.011472702026367188,-0.6047430830039525,0.08030891418457031
10.0,M03,snr_imp_scaled,22,9.591171093020257,2.9319810344769683,9.029053087450555,11.991509586462298,-2.400338493442038,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
10.0,M05f,snr_imp_scaled,22,8.441649573830382,3.153095045857513,7.989849813202445,11.991509586462298,-3.5498600126319144,17.0,9.870529174804688e-05,-0.8656126482213439,0.0008883476257324219
10.0,M00,snr_imp_scaled,22,1.1450451547484797,0.8215282873328579,0.8628754544295618,11.991509586462298,-10.846464431713816,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
15.0,B01,snr_imp_scaled,22,18.238958468329578,4.904631795747163,17.87719644845321,13.067130605651704,5.1718278626778735,0.0,4.76837158203125e-07,1.0,6.198883056640625e-06
15.0,B02,snr_imp_scaled,22,17.336161091795603,6.11011614865051,15.665625626129879,13.067130605651704,4.269030486143901,0.0,4.76837158203125e-07,1.0,6.198883056640625e-06
15.0,M04,snr_imp_scaled,22,14.043039823322937,5.620047016896909,13.100839498365199,13.067130605651704,0.975909217671234,100.0,0.4060330390930176,0.20948616600790515,1.0
15.0,M04np,snr_imp_scaled,22,14.043039823322937,5.620047016896909,13.100839498365199,13.067130605651704,0.975909217671234,100.0,0.4060330390930176,0.20948616600790515,1.0
15.0,M_FE,snr_imp_scaled,22,13.622561719000712,5.510217482408109,12.931023652259046,13.067130605651704,0.5554311133490061,120.0,0.8485937118530273,0.05138339920948617,1.0
15.0,M08,snr_imp_scaled,22,12.708458052928945,3.3573059930851104,13.74937632286873,13.067130605651704,-0.35867255272275744,115.0,0.7261838912963867,0.09090909090909091,1.0
15.0,M06,snr_imp_scaled,22,11.833458531223032,3.2534402767502737,12.076388277273788,13.067130605651704,-1.2336720744286718,110.0,0.6101517677307129,-0.13043478260869565,1.0
15.0,M07,snr_imp_scaled,22,10.478491909075515,3.096593541072336,10.56001187964791,13.067130605651704,-2.5886386965761883,46.0,0.007443428039550781,-0.6363636363636364,0.04466056823730469
15.0,M03,snr_imp_scaled,22,9.832760082134225,3.1990601757278694,9.368030230456993,13.067130605651704,-3.234370523517477,1.0,9.5367431640625e-07,-0.9920948616600791,9.5367431640625e-06
15.0,M02,snr_imp_scaled,22,9.5588498062538,4.294674299229521,10.29885542941699,13.067130605651704,-3.5082807993979057,8.0,1.1920928955078125e-05,-0.9367588932806324,8.344650268554688e-05
15.0,M05,snr_imp_scaled,22,9.050392588313597,3.8297630773576885,8.58971744051578,13.067130605651704,-4.016738017338105,7.0,9.059906005859375e-06,-0.9446640316205533,7.2479248046875e-05
15.0,M05f,snr_imp_scaled,22,7.615014394639595,3.69628504346724,7.517264937473967,13.067130605651704,-5.452116211012108,1.0,9.5367431640625e-07,-0.9920948616600791,9.5367431640625e-06
15.0,M00,snr_imp_scaled,22,0.8686261258293697,0.8232345757794388,0.5847799522201704,13.067130605651704,-12.198504479822335,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
20.0,B01,snr_imp_scaled,22,21.03256385069779,4.975916961403048,20.577168966377492,14.587737622508454,6.444826228189341,0.0,4.76837158203125e-07,1.0,6.198883056640625e-06
20.0,B02,snr_imp_scaled,22,19.67428927549271,5.641462433767403,18.90121881581833,14.587737622508454,5.0865516529842605,1.0,9.5367431640625e-07,0.9920948616600791,8.58306884765625e-06
20.0,M_FE,snr_imp_scaled,22,17.431183665167666,5.747681932097548,17.07448926510031,14.587737622508454,2.8434460426592185,64.0,0.042498111724853516,0.49407114624505927,0.16999244689941406
20.0,M04,snr_imp_scaled,22,17.07697099972475,5.163692257064114,16.856449534347433,14.587737622508454,2.4892333772162973,65.0,0.046160221099853516,0.48616600790513836,0.16999244689941406
20.0,M04np,snr_imp_scaled,22,17.07697099972475,5.163692257064114,16.856449534347433,14.587737622508454,2.4892333772162973,65.0,0.046160221099853516,0.48616600790513836,0.16999244689941406
20.0,M08,snr_imp_scaled,22,12.979643047559943,3.6952491205673224,13.980138686512042,14.587737622508454,-1.6080945749485083,89.0,0.23476219177246094,-0.2964426877470356,0.23476219177246094
20.0,M06,snr_imp_scaled,22,11.724778314622267,3.6389194295343517,11.620125085734234,14.587737622508454,-2.8629593078861855,49.0,0.010324478149414062,-0.6126482213438735,0.05162239074707031
20.0,M03,snr_imp_scaled,22,10.327446331609433,3.4271189110321765,10.431521864216853,14.587737622508454,-4.260291290899018,4.0,3.337860107421875e-06,-0.9683794466403162,2.3365020751953125e-05
20.0,M07,snr_imp_scaled,22,10.044026250667619,3.500778271389185,10.419854805061387,14.587737622508454,-4.543711371840832,14.0,5.245208740234375e-05,-0.8893280632411067,0.0003147125244140625
20.0,M02,snr_imp_scaled,22,9.46609821320103,4.976845098943879,10.381883410355373,14.587737622508454,-5.12163940930742,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
20.0,M05,snr_imp_scaled,22,8.678491896273945,4.445616035274564,7.840426446097132,14.587737622508454,-5.9092457262345075,1.0,9.5367431640625e-07,-0.9920948616600791,8.58306884765625e-06
20.0,M05f,snr_imp_scaled,22,7.280618242641783,4.279680205655731,6.076404648581244,14.587737622508454,-7.307119379866669,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
20.0,M00,snr_imp_scaled,22,0.7779673988985131,0.8252621468088717,0.4945723988261408,14.587737622508454,-13.80977022360994,0.0,4.76837158203125e-07,-1.0,6.198883056640625e-06
