method,metric,n,mean,std,median,baseline_mean,delta_mean,stat,p,effect_r,p_holm
B01,snr_imp_scaled,22,17.934608056687786,5.0432757434354585,17.026268203545506,13.031400911976675,4.903207144711113,0.0,4.76837158203125e-07,1.0,6.67572021484375e-06
B02,snr_imp_scaled,22,17.869312959369395,6.713702845357028,15.721504840173822,13.031400911976675,4.837912047392721,0.0,4.76837158203125e-07,1.0,6.67572021484375e-06
M08,snr_imp_scaled,22,14.660763816007556,3.0525941905724845,14.891141212777828,13.031400911976675,1.629362904030881,60.0,0.030117511749267578,0.525691699604743,0.21082258224487305
M06,snr_imp_scaled,22,14.368963604910805,3.0028540890223683,14.370302430916759,13.031400911976675,1.3375626929341287,75.0,0.09841060638427734,0.40711462450592883,0.5904636383056641
M10,snr_imp_scaled,22,13.777814620976068,3.3487750151891706,13.853655663315386,13.031400911976675,0.7464137089993926,97.0,0.3534979820251465,0.233201581027668,1.0
M07,snr_imp_scaled,22,13.157804298975435,2.738239272507789,13.008746296709173,13.031400911976675,0.12640338699875853,115.0,0.7261838912963867,0.09090909090909091,1.0
M04np,snr_imp_scaled,22,13.120142774365407,5.711743414240923,11.480099580097477,13.031400911976675,0.08874186238873022,125.0,0.9746217727661133,0.011857707509881422,1.0
M04,snr_imp_scaled,22,13.120142774365407,5.711743414240923,11.480099580097477,13.031400911976675,0.08874186238873022,125.0,0.9746217727661133,0.011857707509881422,1.0
M_FE,snr_imp_scaled,22,12.11020960685827,4.858481758677119,10.888711809996671,13.031400911976675,-0.9211913051184027,78.0,0.12067747116088867,-0.383399209486166,0.6033873558044434
M05,snr_imp_scaled,22,11.030259556675157,3.20745332277178,10.986663297586123,13.031400911976675,-2.001141355301518,53.0,0.015583038330078125,-0.5810276679841897,0.124664306640625
M02,snr_imp_scaled,22,10.837171491251773,3.3152571524309162,10.796448486410316,13.031400911976675,-2.1942294207249002,21.0,0.00021314620971679688,-0.83399209486166,0.0019183158874511719
M03,snr_imp_scaled,22,10.407256077945299,2.7243195651178826,10.16355583634402,13.031400911976675,-2.6241448340313784,0.0,4.76837158203125e-07,-1.0,6.67572021484375e-06
M05f,snr_imp_scaled,22,9.448713882129322,2.8366183111474212,9.38304957833563,13.031400911976675,-3.582687029847352,9.0,1.5735626220703125e-05,-0.9288537549407114,0.00015735626220703125
M00,snr_imp_scaled,22,2.5576156357249804,0.8328566083638218,2.269013943042533,13.031400911976675,-10.473785276251697,0.0,4.76837158203125e-07,-1.0,6.67572021484375e-06
M00,rmse,22,0.24852375485849915,0.09842227429863562,0.21749557922202387,0.08425055880198982,0.16427319605650936,0.0,4.76837158203125e-07,1.0,6.67572021484375e-06
M_FE,rmse,22,0.12207174707825952,0.09406123020438475,0.07956596401996106,0.08425055880198982,0.0378211882762697,13.0,4.1961669921875e-05,0.8972332015810277,0.000377655029296875
M04np,rmse,22,0.11501780127694317,0.09034443162976473,0.07804746329752349,0.08425055880198982,0.030767242474953337,28.0,0.0006937980651855469,0.7786561264822134,0.004162788391113281
M04,rmse,22,0.11501780127694317,0.09034443162976473,0.07804746329752349,0.08425055880198982,0.030767242474953337,28.0,0.0006937980651855469,0.7786561264822134,0.004162788391113281
M03,rmse,22,0.08992927559100115,0.054508993457988715,0.0748996847070122,0.08425055880198982,0.005678716789011333,39.0,0.003239154815673828,0.691699604743083,0.012956619262695312
M05f,rmse,22,0.08790446742933243,0.050088421701469876,0.07755858827178627,0.08425055880198982,0.0036539086273425932,94.0,0.30530881881713867,0.25691699604743085,0.7436971664428711
M02,rmse,22,0.08097318704583223,0.04211907728615845,0.07169323201505248,0.08425055880198982,-0.0032773717561576047,114.0,0.7023849487304688,-0.09881422924901186,0.7436971664428711
M05,rmse,22,0.07279540645915783,0.03807120421700532,0.06854965155627088,0.08425055880198982,-0.011455152342832007,90.0,0.24789905548095703,-0.2885375494071146,0.7436971664428711
M07,rmse,22,0.050624868268734406,0.02354486192394786,0.04975618606693831,0.08425055880198982,-0.03362569053325542,14.0,5.245208740234375e-05,-0.8893280632411067,0.000377655029296875
B02,rmse,22,0.04862427797075726,0.029669749989303225,0.04209371135403802,0.08425055880198982,-0.035626280831232565,0.0,4.76837158203125e-07,-1.0,6.67572021484375e-06
M10,rmse,22,0.04762424037160358,0.023908092624280956,0.03755682569784336,0.08425055880198982,-0.036626318430386245,12.0,3.337860107421875e-05,-0.9051383399209486,0.00036716461181640625
B01,rmse,22,0.0470620125949069,0.028873858853191634,0.049398121435642775,0.08425055880198982,-0.03718854620708292,0.0,4.76837158203125e-07,-1.0,6.67572021484375e-06
M08,rmse,22,0.04468563893671644,0.019835514238000066,0.043211967000087434,0.08425055880198982,-0.03956491986527339,12.0,3.337860107421875e-05,-0.9051383399209486,0.00036716461181640625
M06,rmse,22,0.04454342780018252,0.02068165828360674,0.04268703594995768,0.08425055880198982,-0.03970713100180731,13.0,4.1961669921875e-05,-0.8972332015810277,0.000377655029296875
M06,cc,22,0.9797046822895044,0.028163471370475632,0.9893660255465537,0.9443235534817108,0.035381128807793344,22.0,0.000255584716796875,0.8260869565217391,0.001277923583984375
M08,cc,22,0.9794844583222101,0.025607468894489043,0.9863178252587834,0.9443235534817108,0.03516090484049909,20.0,0.00017690658569335938,0.841897233201581,0.0010614395141601562
M10,cc,22,0.9790269109460147,0.024259932218393006,0.987381989790652,0.9443235534817108,0.034703357464303745,14.0,5.245208740234375e-05,0.8893280632411067,0.0005245208740234375
M07,cc,22,0.9777688861111734,0.020876503355662213,0.9837352647852786,0.9443235534817108,0.03344533262946276,14.0,5.245208740234375e-05,0.8893280632411067,0.0005245208740234375
B01,cc,22,0.9757573730289313,0.016480136984767395,0.9796953104622583,0.9443235534817108,0.03143381954722027,0.0,4.76837158203125e-07,1.0,6.67572021484375e-06
B02,cc,22,0.9731751342963957,0.015314665183893848,0.9751839580918519,0.9443235534817108,0.028851580814684606,0.0,4.76837158203125e-07,1.0,6.67572021484375e-06
M05,cc,22,0.9564645200745534,0.02140474796212727,0.9568615939865615,0.9443235534817108,0.012140966592842433,59.0,0.027535438537597656,0.5335968379446641,0.08260631561279297
M02,cc,22,0.9490435083209796,0.020168537590495646,0.9501917104367195,0.9443235534817108,0.004719954839268605,85.0,0.18697643280029297,0.32806324110671936,0.37395286560058594
M05f,cc,22,0.9428655183429595,0.025518426217947643,0.9505818548124119,0.9443235534817108,-0.001458035138751267,118.0,0.7990336418151855,-0.06719367588932806,0.7990336418151855
M03,cc,22,0.937420394914874,0.02513573168186861,0.9365875671914703,0.9443235534817108,-0.006903158566836729,30.0,0.0009412765502929688,-0.7628458498023716,0.003765106201171875
M04np,cc,22,0.9149865808368415,0.04769632914063994,0.9250342902981785,0.9443235534817108,-0.029336972644869282,14.0,5.245208740234375e-05,-0.8893280632411067,0.0005245208740234375
M04,cc,22,0.9149865808368415,0.04769632914063994,0.9250342902981785,0.9443235534817108,-0.029336972644869282,14.0,5.245208740234375e-05,-0.8893280632411067,0.0005245208740234375
M_FE,cc,22,0.9093685511568341,0.04993610225165885,0.917460642780181,0.9443235534817108,-0.034955002324876736,7.0,9.059906005859375e-06,-0.9446640316205533,9.965896606445312e-05
M00,cc,22,0.7753776087543508,0.06106168825980368,0.7959803284322726,0.9443235534817108,-0.16894594472736013,0.0,4.76837158203125e-07,-1.0,6.67572021484375e-06
B01,se,22,0.9934614063120932,0.011915769874221193,0.9988434550422256,0.9866980543022443,0.006763352009848799,0.0,0.0014737808438751421,1.0,0.02063293181425199
M06,se,22,0.9912061563241583,0.013084321522083636,0.9934275793650793,0.9866980543022443,0.004508102021913868,11.0,0.00918142110309248,0.7904761904761904,0.11935847434020223
M08,se,22,0.9893215184963775,0.018398956325483377,0.9953466530054644,0.9866980543022443,0.0026234641941330727,20.0,0.04132685891250041,0.6190476190476191,0.49592230695000494
B02,se,22,0.9868963922194226,0.018501203808369917,0.9910485347985347,0.9866980543022443,0.00019833791717819495,14.0,0.09116079400519664,0.5757575757575758,1.0
M02,se,22,0.9868239186605013,0.015887087211954948,0.988614723862221,0.9866980543022443,0.0001258643582567079,16.0,0.779434528427275,0.1111111111111111,1.0
M00,se,22,0.9867591491214036,0.015552375833299291,0.9891910599879435,0.9866980543022443,6.109481915934028e-05,0.0,0.31731050786291415,1.0,1.0
M_FE,se,22,0.9867591491214036,0.015552375833299291,0.9891910599879435,0.9866980543022443,6.109481915934028e-05,0.0,0.31731050786291415,1.0,1.0
M10,se,22,0.986742495918115,0.02553263753957288,0.9946016217169046,0.9866980543022443,4.444161587064853e-05,24.0,0.13295729296233563,0.4725274725274725,1.0
M04np,se,22,0.9866951450251414,0.016268131947539826,0.9902218152218152,0.9866980543022443,-2.909277102825968e-06,3.0,1.0,0.0,1.0
M04,se,22,0.9866951450251414,0.016268131947539826,0.9902218152218152,0.9866980543022443,-2.909277102825968e-06,3.0,1.0,0.0,1.0
M07,se,22,0.986646363291208,0.024987237349967363,0.9921215880893299,0.9866980543022443,-5.169101103642952e-05,24.0,0.13295729296233563,0.4725274725274725,1.0
M05,se,22,0.9853473044334403,0.017106176091417537,0.9895688617208483,0.9866980543022443,-0.0013507498688041493,18.0,0.09948088075636449,-0.5384615384615384,1.0
M05f,se,22,0.98448488825324,0.022375562786457623,0.9895574855252274,0.9866980543022443,-0.0022131660490043096,23.5,0.3980713915205135,-0.2878787878787879,1.0
M03,se,22,0.9830942101399319,0.021113685040073524,0.9887242538881884,0.9866980543022443,-0.003603844162312267,32.0,0.19812291175396723,-0.3904761904761905,1.0
B01,ppv,22,0.998270075425862,0.004384039338954649,1.0,0.9751785504462773,0.0230915249795848,0.0,0.00019643672621231134,1.0,0.002750114166972359
M06,ppv,22,0.9980784816018019,0.005586371026760888,1.0,0.9751785504462773,0.022899931155524814,0.0,0.00019643672621231134,1.0,0.002750114166972359
M10,ppv,22,0.9976953093714326,0.006686776026635836,1.0,0.9751785504462773,0.02251675892515579,0.0,0.00019643672621231134,1.0,0.002750114166972359
M08,ppv,22,0.9968256723181564,0.00819028196014036,1.0,0.9751785504462773,0.02164712187187914,0.0,0.0002930525201924893,1.0,0.0029305252019248933
M07,ppv,22,0.9951799822698214,0.011266428667292747,1.0,0.9751785504462773,0.02000143182354448,0.0,0.00019643672621231134,1.0,0.002750114166972359
M03,ppv,22,0.9816136158663528,0.018703085693191436,0.9875443262411348,0.9751785504462773,0.006435065420075709,48.0,0.17729327255318428,0.37254901960784315,0.8864663627659214
M05,ppv,22,0.9792627121521246,0.023769930580879645,0.99278477816619,0.9751785504462773,0.004084161705847325,0.0,0.00043777719457466354,1.0,0.003939994751171972
M05f,ppv,22,0.9783463755701557,0.024688242826342077,0.9879855606478596,0.9751785504462773,0.0031678251238786274,14.0,0.005233909190788298,0.7941176470588235,0.04187127352630638
B02,ppv,22,0.9771097490779219,0.026898161978197055,0.983847120689226,0.9751785504462773,0.0019311986316450118,16.0,0.01245330404618514,0.7333333333333333,0.08717312832329598
M04,ppv,22,0.9759235025779833,0.025701927770167728,0.9843056453350572,0.9751785504462773,0.0007449521317062779,10.0,0.2626182904425206,0.4444444444444444,1.0
M04np,ppv,22,0.9759235025779833,0.025701927770167728,0.9843056453350572,0.9751785504462773,0.0007449521317062779,10.0,0.2626182904425206,0.4444444444444444,1.0
M02,ppv,22,0.9757833242870526,0.025966580376077904,0.983011803011803,0.9751785504462773,0.0006047738407756136,20.0,0.07473549830588254,0.5604395604395604,0.4484129898352952
M_FE,ppv,22,0.9753339387517719,0.025741154880972263,0.9817114946940315,0.9751785504462773,0.00015538830549469897,7.0,0.892738400944348,0.06666666666666667,1.0
M00,ppv,22,0.9750983066459703,0.026117283672299894,0.9817114946940315,0.9751785504462773,-8.024380030679563e-05,7.0,0.463071015014588,-0.3333333333333333,1.0
M05f,rpeak_mae_ms,22,3.093773319216176,4.457817068114254,1.5501548358229345,2.6376472212040243,0.4561260980121513,72.0,0.07942724227905273,0.4308300395256917,0.7129315695264921
M03,rpeak_mae_ms,22,2.8873126060288077,4.0636216294665175,1.8300734265307999,2.6376472212040243,0.24966538482478387,51.0,0.01272726058959961,0.5968379446640316,0.1399998664855957
M05,rpeak_mae_ms,22,2.78030345006982,4.346177506437873,1.340218015280278,2.6376472212040243,0.14265622886579568,126.0,1.0,0.003952569169960474,1.0
B02,rpeak_mae_ms,22,2.734097321485496,4.339671806841837,1.407274007266826,2.6376472212040243,0.09645010028147137,76.0,0.2789649507806645,0.2761904761904762,1.0
M02,rpeak_mae_ms,22,2.6942201456486323,4.377938701219309,1.2986287645611618,2.6376472212040243,0.05657292444460802,65.0,0.0792146188362769,0.43722943722943725,0.7129315695264921
M04,rpeak_mae_ms,22,2.6373269298033852,4.294000311874306,1.362951281217947,2.6376472212040243,-0.0003202914006394083,41.0,0.4703377962613965,0.21904761904761905,1.0
M04np,rpeak_mae_ms,22,2.6373269298033852,4.294000311874306,1.362951281217947,2.6376472212040243,-0.0003202914006394083,41.0,0.4703377962613965,0.21904761904761905,1.0
M00,rpeak_mae_ms,22,2.635048595778998,4.307710166289524,1.3699432702951442,2.6376472212040243,-0.002598625425025884,4.0,0.34523107177184,-0.4666666666666667,1.0
M_FE,rpeak_mae_ms,22,2.635048595778998,4.307710166289524,1.3699432702951442,2.6376472212040243,-0.002598625425025884,4.0,0.34523107177184,-0.4666666666666667,1.0
M10,rpeak_mae_ms,22,2.5460015423445173,4.893461401877416,1.0471661262988172,2.6376472212040243,-0.09164567885950703,72.0,0.13054460509877688,-0.37662337662337664,0.9138122356914382
M06,rpeak_mae_ms,22,2.445166393417941,4.491674548957976,1.1169028340080973,2.6376472212040243,-0.192480827786083,62.0,0.03587532043457031,-0.5098814229249012,0.3587532043457031
B01,rpeak_mae_ms,22,2.4417985045991655,4.210348440740328,1.0682784922336006,2.6376472212040243,-0.19584871660485892,17.0,0.0006179102511197069,-0.8528138528138528,0.008650743515675897
M07,rpeak_mae_ms,22,2.37396375312354,4.286681546601049,1.0664146505376344,2.6376472212040243,-0.2636834680804847,46.0,0.007443428039550781,-0.6363636363636364,0.08932113647460938
M08,rpeak_mae_ms,22,2.3455340490566017,4.232660836816469,1.0613985061108129,2.6376472212040243,-0.2921131721474227,18.0,0.000701810512606601,-0.8441558441558441,0.009123536663885812
M05,qrs_dur_err_ms,22,50.719786063234636,24.923612061990536,47.57919225799613,20.2762339366959,30.443552126538737,12.0,3.337860107421875e-05,0.9051383399209486,0.00043392181396484375
M00,qrs_dur_err_ms,22,35.500368905352964,28.46822162465968,32.53983285233285,20.2762339366959,15.224134968657069,15.0,6.532669067382812e-05,0.8814229249011858,0.0007839202880859375
