epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.009422,0.005845,-0.294649,-1.125399,0.950559,32.609317
2,0.000659,0.004495,0.002763,1.990735,1.497701,0.980460,33.628518
3,0.000993,0.002872,0.002192,2.483107,2.023924,1.002633,34.264778
4,0.000999,0.002600,0.001897,1.950854,1.455837,1.016530,33.671635
5,0.000997,0.002329,0.001664,3.114874,2.893655,0.998878,33.745037
6,0.000993,0.002073,0.002012,3.037859,2.725306,0.988060,34.211963
7,0.000988,0.002065,0.001837,2.571079,2.253183,1.004921,34.629971
8,0.000981,0.001799,0.001677,2.237834,2.065646,0.999818,33.827328
9,0.000973,0.001747,0.001561,3.003860,2.783063,1.014573,34.118357
10,0.000963,0.001703,0.001531,3.323047,3.147155,0.998845,34.260505
11,0.000952,0.001625,0.001471,3.798419,3.650426,1.005301,33.552226
12,0.000940,0.001830,0.001646,3.134910,2.821966,1.024386,33.737159
13,0.000926,0.001660,0.001356,4.214921,4.108163,0.998250,33.356092
14,0.000911,0.001553,0.001394,3.384082,3.203796,1.007489,33.406167
15,0.000895,0.001576,0.001577,2.860474,2.680776,1.012269,33.932429
16,0.000877,0.001528,0.001998,1.429778,1.247388,1.018162,34.057934
17,0.000859,0.001527,0.001386,3.468367,3.341661,1.013124,34.145218
18,0.000839,0.001366,0.001300,4.243457,4.108825,1.006125,33.484313
19,0.000818,0.001455,0.001381,4.029213,3.884787,1.009106,33.968501
20,0.000797,0.001483,0.001388,3.589237,3.388989,1.012184,33.580188
21,0.000774,0.001417,0.001656,3.011144,2.749183,1.021103,34.092804
22,0.000751,0.001283,0.001306,3.805082,3.581162,1.018451,33.531973
23,0.000726,0.001150,0.001300,4.464248,4.340928,1.007106,33.885016
24,0.000701,0.001223,0.001301,4.160521,3.854843,1.013034,33.646404
25,0.000676,0.001247,0.001404,3.401227,3.143046,1.025601,33.718232
26,0.000650,0.001221,0.001491,3.268810,3.088355,1.017721,33.486143
27,0.000623,0.001190,0.001368,3.700217,3.510993,1.012893,33.658433
28,0.000596,0.001262,0.001262,4.112948,3.885981,1.014458,33.518480
29,0.000569,0.001168,0.001319,3.953338,3.858963,1.008081,33.943329
30,0.000542,0.001178,0.001622,3.436802,3.213552,1.020012,33.392009
31,0.000514,0.001296,0.001326,4.145492,3.974820,1.013866,33.215940
32,0.000487,0.001188,0.001224,4.194734,3.928148,1.020915,33.417964
33,0.000459,0.001154,0.001249,4.227669,4.127674,1.007665,33.186988
34,0.000432,0.001111,0.001255,4.492344,4.331693,1.012165,33.661468
35,0.000405,0.001078,0.001289,4.544966,4.408819,1.011579,33.838863
36,0.000378,0.001097,0.001242,4.521089,4.361959,1.013426,33.369159
37,0.000351,0.001075,0.001230,4.334042,4.204342,1.012687,33.505367
38,0.000325,0.001123,0.001388,4.509460,4.310195,1.017065,33.786964
39,0.000300,0.001098,0.001228,4.480486,4.379796,1.007389,33.558394
40,0.000275,0.000980,0.001315,4.302606,4.109922,1.021340,33.378074
41,0.000251,0.001014,0.001150,4.769450,4.646814,1.007631,33.486992
42,0.000227,0.001017,0.001134,4.790530,4.633968,1.011506,33.013250
43,0.000204,0.000961,0.001291,4.290569,4.150743,1.013804,34.009039
44,0.000183,0.001044,0.001216,4.634021,4.499993,1.011266,33.604578
45,0.000162,0.000911,0.001178,4.590497,4.463884,1.011336,33.803126
46,0.000142,0.000928,0.001203,4.750013,4.639108,1.009301,33.509184
47,0.000123,0.000900,0.001177,4.847164,4.729261,1.008793,33.599075
48,0.000106,0.000986,0.001203,4.660915,4.543086,1.011341,33.374741
49,0.000089,0.000930,0.001190,4.764563,4.644708,1.011612,33.384611
50,0.000074,0.000988,0.001235,4.469734,4.363076,1.010009,34.356622
51,0.000061,0.000971,0.001209,4.642962,4.498358,1.016068,33.341724
52,0.000048,0.000907,0.001251,4.631326,4.511789,1.012924,33.747852
53,0.000037,0.000918,0.001192,4.727695,4.600840,1.013168,33.742741
54,0.000027,0.000950,0.001217,4.512534,4.386064,1.014125,33.734086
55,0.000019,0.000909,0.001190,4.751465,4.626774,1.012651,33.223427
56,0.000012,0.000928,0.001190,4.673622,4.549123,1.012938,33.573978
57,0.000007,0.000890,0.001220,4.547081,4.422091,1.013719,33.220814
58,0.000003,0.000953,0.001204,4.635380,4.507647,1.013678,32.940206
59,0.000001,0.000948,0.001205,4.649786,4.518565,1.014033,32.954744
