epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008880,0.004438,-0.608628,-1.095320,0.962810,25.367822
2,0.000659,0.003685,0.002996,1.388701,1.034182,0.951164,25.864107
3,0.000993,0.002736,0.002855,0.441241,0.024054,1.011014,25.094345
4,0.000999,0.002513,0.002138,1.730201,1.380936,0.993755,25.575373
5,0.000997,0.002648,0.002531,0.909387,0.576835,0.993231,25.281133
6,0.000993,0.002152,0.002054,2.267917,1.960802,0.991953,25.414584
7,0.000988,0.002113,0.001900,2.916610,2.644049,0.995054,25.165907
8,0.000981,0.001786,0.002021,3.053042,2.747905,0.989384,25.573386
9,0.000973,0.001824,0.001878,2.675644,2.456261,0.996726,25.576008
10,0.000963,0.001786,0.001692,3.228985,3.087736,0.990966,25.298989
11,0.000952,0.001936,0.001802,2.398019,2.186798,1.005991,25.688653
12,0.000940,0.002024,0.001958,2.645398,2.436142,1.000721,25.334308
13,0.000926,0.001770,0.001835,2.529393,2.321328,1.002540,25.817147
14,0.000911,0.001719,0.001662,2.830119,2.708913,0.995160,25.675218
15,0.000895,0.001715,0.001710,2.927004,2.514356,1.033500,25.734304
16,0.000877,0.001577,0.001542,2.907010,2.786204,0.991569,25.264435
17,0.000859,0.001645,0.001682,3.079362,2.784160,1.017671,25.570620
18,0.000839,0.001476,0.001481,3.519940,3.402605,0.992312,25.914155
19,0.000818,0.001555,0.001516,3.423067,3.327051,0.998132,25.321498
20,0.000797,0.001472,0.001663,3.239888,3.129646,0.994321,25.689112
21,0.000774,0.001502,0.001647,2.788613,2.661757,1.001115,25.490132
22,0.000751,0.001350,0.001697,3.231412,3.099124,0.996699,26.360827
23,0.000726,0.001259,0.001759,2.338315,2.203777,1.013694,25.763360
24,0.000701,0.001390,0.001573,3.598779,3.476048,0.999740,25.722556
25,0.000676,0.001409,0.001465,3.731339,3.590624,1.000677,25.665425
26,0.000650,0.001450,0.001959,1.470866,1.340163,1.018660,25.138707
27,0.000623,0.001306,0.001512,3.294606,3.147781,1.010784,26.077233
28,0.000596,0.001415,0.002333,1.483080,1.327085,1.019456,25.412284
29,0.000569,0.001369,0.001812,2.112642,2.015060,1.009325,25.622648
30,0.000542,0.001326,0.001997,1.829267,1.658868,1.020459,25.505339
31,0.000514,0.001250,0.001506,3.850889,3.664970,0.996451,25.916336
32,0.000487,0.001301,0.001528,2.980826,2.802552,1.016226,25.598020
33,0.000459,0.001217,0.001489,3.136348,2.986278,1.006051,25.054702
34,0.000432,0.001190,0.001579,3.028305,2.914714,1.009220,25.646354
35,0.000405,0.001205,0.001574,2.639053,2.426343,1.022390,25.760106
36,0.000378,0.001207,0.001822,1.781603,1.597453,1.024844,25.573628
37,0.000351,0.001188,0.001601,3.118702,2.990126,1.011962,25.522445
38,0.000325,0.001219,0.001607,2.698073,2.537847,1.019353,25.431173
39,0.000300,0.001168,0.001826,2.265754,2.030156,1.029511,25.097045
40,0.000275,0.001121,0.001484,3.528142,3.393749,1.013732,25.539315
41,0.000251,0.001132,0.001547,2.835922,2.706965,1.012638,25.536948
42,0.000227,0.001092,0.001589,3.153448,3.006993,1.017074,25.402823
43,0.000204,0.001030,0.001462,3.462480,3.349129,1.008042,25.724139
