epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008915,0.004403,-1.531598,-1.896497,0.964757,34.043571
2,0.000659,0.003289,0.002707,0.777780,0.454199,1.000992,34.557249
3,0.000993,0.002521,0.002415,0.565694,0.153970,1.025186,33.776058
4,0.000999,0.002186,0.002031,2.107966,1.879753,0.995342,34.719595
5,0.000997,0.002075,0.001703,2.154727,2.005137,0.986880,34.288761
6,0.000993,0.001809,0.002013,1.576021,1.185883,1.033623,34.342841
7,0.000988,0.001738,0.001736,2.970547,2.437160,1.014977,33.488815
8,0.000981,0.001591,0.001607,2.997257,2.796738,1.004500,34.302086
9,0.000973,0.001573,0.001823,1.643019,1.434076,1.022092,34.960848
10,0.000963,0.001664,0.001789,1.968844,1.708524,1.008755,34.330913
11,0.000952,0.001626,0.001515,3.418837,3.288325,0.991473,33.629122
12,0.000940,0.001851,0.001550,2.834684,2.674022,0.991640,34.057899
13,0.000926,0.001513,0.001402,3.362150,3.248810,0.994689,34.233152
14,0.000911,0.001383,0.001478,3.027265,2.907679,0.997642,34.285039
15,0.000895,0.001489,0.001497,3.468253,3.294674,0.986246,34.008074
16,0.000877,0.001416,0.001382,3.852029,3.706755,1.002315,33.821184
17,0.000859,0.001424,0.001543,2.761712,2.651189,1.002009,33.745208
18,0.000839,0.001336,0.001644,3.070680,2.929382,1.015749,33.967810
19,0.000818,0.001428,0.001394,3.892035,3.776068,0.995715,34.367612
20,0.000797,0.001297,0.001392,4.101356,3.856631,1.016887,34.527338
21,0.000774,0.001328,0.001484,3.393381,3.268897,1.008976,34.313050
22,0.000751,0.001220,0.001519,2.812915,2.634880,1.012583,34.208606
23,0.000726,0.001142,0.001361,3.549930,3.354307,1.007391,33.778693
24,0.000701,0.001274,0.001435,2.902716,2.738328,1.015146,34.581343
25,0.000676,0.001281,0.001256,4.168130,4.020867,0.991111,34.365050
26,0.000650,0.001213,0.001226,3.993773,3.817979,1.008982,35.330564
27,0.000623,0.001156,0.001278,3.905623,3.616785,1.014594,35.288089
