epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008911,0.004865,-0.154299,-0.623593,0.956926,25.926413
2,0.000659,0.003210,0.002348,2.220313,1.735081,0.952919,26.960396
3,0.000993,0.002186,0.002731,1.438270,0.679136,1.069603,26.827013
4,0.000999,0.002147,0.002020,2.795949,2.408006,1.026683,25.631510
5,0.000997,0.002026,0.001855,2.347996,2.215826,0.990517,26.642169
6,0.000993,0.001617,0.001817,3.275983,2.972139,1.015133,26.946840
7,0.000988,0.001693,0.001837,2.828023,2.564149,1.019758,27.220900
8,0.000981,0.001447,0.001637,3.965550,3.774510,1.004177,27.007858
9,0.000973,0.001464,0.001634,3.553073,3.344553,1.015668,26.510182
10,0.000963,0.001364,0.001619,3.606345,3.457029,0.985826,27.025976
11,0.000952,0.001507,0.001884,2.860282,2.627904,1.024508,27.313585
12,0.000940,0.001636,0.001832,2.946639,2.559365,0.985743,28.134436
13,0.000926,0.001364,0.001548,3.907238,3.780752,0.996954,27.120945
14,0.000911,0.001288,0.001459,4.400806,4.248903,0.984045,26.248789
15,0.000895,0.001379,0.001478,4.008142,3.809280,1.016075,26.231017
16,0.000877,0.001270,0.001485,3.897039,3.748441,0.997445,26.431350
17,0.000859,0.001334,0.001442,4.342136,4.236210,1.003532,26.450666
18,0.000839,0.001223,0.001352,4.080430,3.907689,1.013730,26.546407
19,0.000818,0.001218,0.001665,3.355696,3.201472,1.011577,27.109530
20,0.000797,0.001237,0.001358,4.069527,3.933924,1.004918,26.519936
21,0.000774,0.001210,0.001236,4.549822,4.374971,1.011583,26.311897
22,0.000751,0.001087,0.001388,3.685273,3.541071,1.012173,26.499976
23,0.000726,0.001001,0.001380,3.894966,3.752498,1.010249,26.802535
24,0.000701,0.001112,0.001490,4.036216,3.801413,1.005353,26.795055
25,0.000676,0.001183,0.001557,3.623251,3.428302,1.017514,26.025831
26,0.000650,0.001134,0.001359,4.490130,4.348093,1.007661,26.567309
27,0.000623,0.001080,0.001275,4.281470,4.100341,1.018440,26.720856
28,0.000596,0.001133,0.001340,3.810718,3.637617,1.016974,27.587361
29,0.000569,0.001003,0.001345,4.168906,4.014412,1.012524,27.226076
30,0.000542,0.001009,0.001305,4.226658,4.093267,1.008331,27.549592
31,0.000514,0.001048,0.001924,2.729709,2.491959,1.023888,27.248565
32,0.000487,0.001005,0.001632,2.939127,2.681269,1.024223,26.381634
33,0.000459,0.000976,0.001383,4.185262,4.040821,1.010880,27.675508
