epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.033148,0.023156,1.761274,1.321117,0.925182,41.391012
2,0.000659,0.020327,0.015336,2.953538,2.747764,0.991123,42.054873
3,0.000993,0.015599,0.014474,3.218429,3.047270,0.997216,41.826801
4,0.000999,0.014909,0.013193,3.883373,3.766859,0.998779,41.805308
5,0.000997,0.013827,0.012363,4.204295,4.102057,0.987510,42.340068
6,0.000993,0.012547,0.011827,4.560956,4.455194,0.993241,41.181834
7,0.000988,0.012594,0.012026,4.226363,4.137229,0.990794,41.563388
8,0.000981,0.011966,0.011880,4.402126,4.310371,0.999152,41.228541
9,0.000973,0.011997,0.012495,3.837025,3.744738,1.003226,40.809832
10,0.000963,0.011408,0.011327,4.784632,4.691003,0.998936,40.678883
11,0.000952,0.011619,0.010963,5.133384,5.037720,0.991306,41.145876
12,0.000940,0.011800,0.010961,5.134306,5.016805,0.992925,41.306037
13,0.000926,0.011286,0.011668,4.731313,4.565261,1.015618,41.015381
14,0.000911,0.010858,0.010852,5.074448,4.968558,1.001191,40.880517
15,0.000895,0.010833,0.010649,5.153725,5.067789,1.000496,40.618248
16,0.000877,0.010796,0.011953,4.476801,4.358896,1.013434,40.665081
17,0.000859,0.010697,0.011271,4.834971,4.684789,1.016758,40.782208
18,0.000839,0.010289,0.011876,4.211192,4.094078,1.014617,41.192804
19,0.000818,0.010422,0.010883,5.060316,4.950962,1.000453,41.382013
20,0.000797,0.010067,0.010528,5.405066,5.306455,0.999931,42.878511
21,0.000774,0.010098,0.011250,4.686115,4.559795,1.011461,41.453709
22,0.000751,0.009969,0.010374,5.420008,5.271802,1.005328,43.557704
23,0.000726,0.009497,0.011223,4.660552,4.591210,1.002683,42.724234
24,0.000701,0.009674,0.010122,5.561284,5.450318,1.001202,42.001773
25,0.000676,0.009559,0.011568,4.767638,4.584994,1.020381,41.912223
26,0.000650,0.009694,0.011235,4.828649,4.732174,1.010815,41.273999
27,0.000623,0.009482,0.010365,5.414355,5.297821,1.011182,41.514302
28,0.000596,0.010017,0.010694,5.295402,5.212483,1.001039,41.912000
29,0.000569,0.009233,0.010893,4.876159,4.795368,0.998242,42.046993
30,0.000542,0.009185,0.010607,4.973677,4.851401,1.008297,42.582029
31,0.000514,0.009100,0.010708,5.171539,5.069003,1.009642,41.686660
32,0.000487,0.008960,0.011292,4.515988,4.401646,1.013764,40.926037
33,0.000459,0.008944,0.010468,5.289577,5.167111,1.009558,40.525501
34,0.000432,0.008833,0.010521,5.102251,4.981942,1.010157,40.563600
35,0.000405,0.008859,0.010731,5.101815,4.991719,1.011757,40.626907
36,0.000378,0.008925,0.010559,5.158078,5.048913,1.011786,40.801227
