epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000325,0.006443,0.004086,0.947042,0.629157,0.931187,55.196307
2,0.000658,0.002466,0.001907,3.253081,2.878060,1.004423,60.799665
3,0.000991,0.001813,0.001745,3.475141,3.070084,1.013090,51.532017
4,0.000999,0.001364,0.001437,4.018360,3.968546,0.997333,54.358946
5,0.000997,0.001198,0.001478,4.912994,4.680824,1.002081,57.022908
6,0.000993,0.001383,0.001370,4.139914,3.939999,1.008287,84.658584
7,0.000988,0.001318,0.001090,5.674339,5.577993,0.993002,59.176664
8,0.000981,0.001087,0.000964,6.388263,6.206116,1.004331,92.725512
9,0.000973,0.000903,0.000887,6.256889,6.176899,0.998929,47.087026
10,0.000964,0.000929,0.000968,6.131332,6.041143,0.983120,83.411001
11,0.000952,0.000806,0.000864,6.295430,6.166539,1.010151,52.408723
12,0.000940,0.000811,0.000962,5.657235,5.553046,1.013126,60.302302
13,0.000926,0.000908,0.000819,6.833328,6.760149,0.998907,54.097031
14,0.000911,0.000748,0.000817,6.667345,6.599173,1.001108,51.043231
15,0.000895,0.000661,0.000723,7.254948,7.167764,0.994577,64.670070
16,0.000878,0.000655,0.000727,6.991088,6.920356,1.001960,53.690812
17,0.000859,0.000771,0.000907,5.832864,5.482917,1.019678,56.450050
18,0.000839,0.000751,0.000774,6.684342,6.617146,1.000085,57.291157
19,0.000818,0.000678,0.000738,6.931568,6.873802,1.000516,53.904889
20,0.000797,0.000603,0.000685,7.352140,7.232234,1.010026,57.349974
21,0.000774,0.000578,0.000696,7.050788,6.947270,1.010469,57.031402
22,0.000751,0.000530,0.000734,6.304895,6.183481,1.009813,54.981182
23,0.000726,0.000632,0.000686,7.079968,7.029646,1.004204,60.014330
24,0.000701,0.000632,0.000657,7.534832,7.453372,1.004477,57.313460
25,0.000676,0.000553,0.000711,6.907490,6.785793,1.009001,60.121381
26,0.000650,0.000570,0.000657,7.054286,6.994532,0.996865,54.441042
27,0.000623,0.000495,0.000635,7.338935,7.262840,1.006142,55.139013
28,0.000597,0.000477,0.000659,6.880033,6.829224,1.001789,52.196240
29,0.000569,0.000493,0.000673,6.693492,6.623366,1.008267,50.417713
30,0.000542,0.000433,0.000628,7.127610,7.072141,1.003351,49.525480
31,0.000514,0.000438,0.000617,7.123625,7.065601,0.998852,54.601082
32,0.000487,0.000447,0.000613,7.256446,7.184247,1.006200,51.130942
33,0.000459,0.000450,0.000642,7.026646,6.967359,1.009456,50.248842
34,0.000432,0.000467,0.000644,6.653330,6.569716,1.009636,53.264793
35,0.000405,0.000385,0.000646,6.773735,6.680926,1.013983,48.751671
36,0.000378,0.000380,0.000617,7.136603,7.084327,1.007488,47.200606
