epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008802,0.004505,-0.709745,-1.246621,0.977730,35.507106
2,0.000659,0.003288,0.002547,1.124859,0.789571,0.996506,35.450890
3,0.000993,0.002460,0.002441,1.552239,1.279972,0.983461,36.955085
4,0.000999,0.002097,0.002073,1.546801,1.338581,1.016071,35.396323
5,0.000997,0.002091,0.002338,0.420986,0.023335,1.027481,36.370681
6,0.000993,0.001840,0.001756,3.080242,2.908345,0.992334,37.249110
7,0.000988,0.001859,0.001781,2.690190,2.555691,0.989099,35.579670
8,0.000981,0.001550,0.001670,2.965787,2.608660,1.021133,36.248534
9,0.000973,0.001658,0.001662,3.417577,3.262740,0.984889,35.410417
10,0.000963,0.001534,0.001546,3.000551,2.831123,1.010348,35.757934
11,0.000952,0.001529,0.001741,2.823527,2.569643,1.020765,35.173672
12,0.000940,0.001743,0.001592,2.599673,2.300004,1.022296,36.265709
13,0.000926,0.001523,0.001555,3.045391,2.855150,1.012290,36.044102
14,0.000911,0.001410,0.002247,1.137624,0.913155,1.029898,35.253560
15,0.000895,0.001459,0.001620,3.361163,2.968972,1.029473,34.665766
16,0.000877,0.001470,0.001396,3.804267,3.450993,1.021109,34.950438
17,0.000859,0.001382,0.001452,3.649405,3.504258,1.000830,35.435377
18,0.000839,0.001365,0.001379,3.655835,3.470963,1.011196,35.433730
19,0.000818,0.001354,0.001462,3.216855,3.122587,1.005425,36.465649
20,0.000797,0.001289,0.001900,2.044511,1.905404,1.013165,35.704880
21,0.000774,0.001314,0.001199,4.656780,4.551582,0.996408,35.933722
22,0.000751,0.001177,0.001353,4.319430,4.040141,1.009777,35.402483
23,0.000726,0.001139,0.001430,3.322686,3.242593,1.006072,35.320223
24,0.000701,0.001196,0.001479,3.344457,3.194465,1.014322,34.453472
25,0.000676,0.001248,0.001295,4.283277,4.169843,1.003782,35.584326
26,0.000650,0.001244,0.001291,4.111435,3.992854,0.999796,35.029254
27,0.000623,0.001178,0.001296,4.454400,4.314958,1.007052,35.148333
28,0.000596,0.001233,0.001708,3.120745,2.803252,1.026451,35.703783
29,0.000569,0.001088,0.001197,4.220338,4.093180,0.997725,35.668339
30,0.000542,0.001156,0.001260,3.886023,3.780635,1.002902,35.007755
31,0.000514,0.001094,0.001724,2.852018,2.558462,1.028339,35.513164
32,0.000487,0.001067,0.001703,3.262191,3.155976,1.015050,35.678090
33,0.000459,0.001113,0.001306,4.038113,3.873873,1.011221,35.609296
