run_id,arm,seed,n_params,loss,best_metric,best_epoch,n_epochs,wall_s,sec_per_epoch,source,fixed_snr_in,fixed_snr_imp_strict,fixed_snr_imp_scaled,fixed_gain_bias,fixed_rmse,fixed_loss,band_-5_0,band_0_5,band_5_10,band_10_15,band_15_20,pert_m8,pert_m8_band_-5_0,pert_m8_band_0_5,pert_m8_band_5_10,pert_m8_band_10_15,pert_m8_band_15_20,pert_m5,pert_m5_band_-5_0,pert_m5_band_0_5,pert_m5_band_5_10,pert_m5_band_10_15,pert_m5_band_15_20,pert_m2,pert_m2_band_-5_0,pert_m2_band_0_5,pert_m2_band_5_10,pert_m2_band_10_15,pert_m2_band_15_20,pert_p2,pert_p2_band_-5_0,pert_p2_band_0_5,pert_p2_band_5_10,pert_p2_band_10_15,pert_p2_band_15_20,pert_p5,pert_p5_band_-5_0,pert_p5_band_0_5,pert_p5_band_5_10,pert_p5_band_10_15,pert_p5_band_15_20,pert_p8,pert_p8_band_-5_0,pert_p8_band_0_5,pert_p8_band_5_10,pert_p8_band_10_15,pert_p8_band_15_20,env_git_commit,env_python,env_torch,env_platform,env_device,env_amp,env_threads
m06_cond__s4,m06_cond,4,974693,L1,4.667470648884773,35,47,1721.1,36.62,mitdb,15.496414953976636,4.049696666747332,4.174676696211099,1.003845630493015,0.027325089286023285,0.0011407317069824785,8.883190190419555,6.323191062733531,3.984206762164831,1.7566456273198128,-0.1993705429136753,3.4249280624091627,8.583205946162343,5.910637081041932,3.4543153956532477,0.7888909950852394,-1.8850365735590457,3.724109010398388,8.740309738740326,6.09610694013536,3.674159149825573,1.1497903600335122,-1.2834804691374302,4.0130856275558475,8.84854331202805,6.250461577996612,3.876629164069891,1.528199093043804,-0.6152369312942028,4.280347629636526,8.877034391462804,6.3583168528974054,4.048180724680424,1.9248424276709557,0.09763819724321365,4.279051999002695,8.764153375849128,6.303129929304123,4.011080337315798,2.0030806005001067,0.22483470439910888,4.050958136841655,8.48230818770826,6.051866882666945,3.776339355111122,1.8577904261648654,0.03948240205645561,16364a42dd982068280cf30dd87f0d6d61fe5502,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4
m06_cond__s5,m06_cond,5,974693,L1,4.4884026445448395,32,44,1585.6,36.04,mitdb,15.496414953976636,4.072565483301878,4.263774814456701,1.0184332254342734,0.027367965302619267,0.0011504677124321461,8.72816792409867,6.251735814288258,3.950171106308699,1.7594552427530288,0.24560297653079033,3.1468492105603216,8.292044471018016,5.696384080499411,3.275482878088951,0.45202539712190626,-2.2361827455461025,3.546396571397781,8.495388082042336,5.932394924387336,3.5419597566127776,0.8651324510574341,-1.3577330850064755,3.9937566474080084,8.656353238224984,6.141301871091128,3.7965383283793925,1.375828179717064,-0.3110128782689571,4.44265000000596,8.759661411121488,6.324618493020535,4.078825007379055,2.108805028349161,0.5008076965808869,4.437583383917809,8.70157592818141,6.323346154019236,4.171107989549637,2.369745722413063,0.23013203591108322,4.088735226914286,8.47296229377389,6.124901013448834,4.042272237688303,2.131879433989525,-0.5242537565529346,abf56203a5af9e31562468529bc3a39b7ee27d53,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4
