epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008938,0.004298,-0.769199,-1.168878,0.953730,37.588263
2,0.000659,0.003416,0.002308,0.812058,0.396295,0.995490,219.682489
3,0.000993,0.002367,0.002226,1.112432,0.646484,1.036581,138.297946
4,0.000999,0.002094,0.002054,1.448091,1.196775,1.000021,36.799782
5,0.000997,0.002002,0.001748,1.602594,1.386902,1.003161,37.517970
6,0.000993,0.001726,0.001822,2.577829,2.212021,1.009902,36.131882
7,0.000988,0.001934,0.002103,1.350295,1.116805,1.028552,36.052502
8,0.000981,0.001641,0.001466,3.316745,3.162852,1.007522,35.976732
9,0.000973,0.001568,0.001588,2.422438,2.309055,0.997156,36.256901
10,0.000963,0.001598,0.001558,2.963313,2.656474,1.020679,36.432738
11,0.000952,0.001617,0.001502,2.924183,2.758573,1.013332,35.641591
12,0.000940,0.001622,0.001453,3.211364,3.082831,1.010514,36.491508
13,0.000926,0.001512,0.001831,2.257266,2.004386,1.020279,35.974023
14,0.000911,0.001599,0.002007,1.711881,1.430059,1.035863,35.223159
15,0.000895,0.001524,0.001471,3.036655,2.790735,1.024107,36.472294
16,0.000877,0.001432,0.001521,2.827146,2.401461,1.024693,36.712351
17,0.000859,0.001387,0.001598,2.155788,2.001135,1.018893,36.150681
18,0.000839,0.001352,0.001353,3.375321,3.233854,1.006955,35.788321
19,0.000818,0.001409,0.001494,3.054309,2.947988,0.999636,36.715605
20,0.000797,0.001279,0.001363,3.796283,3.666148,0.998429,35.750549
21,0.000774,0.001350,0.001349,3.561450,3.396796,0.996884,36.700993
22,0.000751,0.001210,0.001845,1.892280,1.801597,1.003039,36.813052
23,0.000726,0.001081,0.001274,3.863990,3.763233,1.000530,36.622375
24,0.000701,0.001155,0.001363,3.580015,3.443990,1.003926,36.729623
25,0.000676,0.001176,0.001259,3.854682,3.739247,1.009539,36.436948
26,0.000650,0.001217,0.001331,3.527409,3.314205,1.017885,35.865154
27,0.000623,0.001093,0.001351,3.454211,3.350734,1.007974,36.382137
28,0.000596,0.001209,0.001533,2.696217,2.493114,1.020680,36.091798
29,0.000569,0.001148,0.001301,3.595779,3.432118,1.014323,36.504782
30,0.000542,0.001085,0.001375,3.565929,3.397405,1.018814,36.445677
31,0.000514,0.001125,0.001213,4.225300,4.116681,0.996301,36.288088
32,0.000487,0.001131,0.001430,3.312898,3.138228,1.019851,35.883586
33,0.000459,0.001092,0.001237,4.088164,3.958295,0.995708,36.206837
34,0.000432,0.001057,0.001319,3.355314,3.128421,1.018770,35.857122
35,0.000405,0.001026,0.001601,2.455874,2.245781,1.028374,36.774800
36,0.000378,0.001011,0.001225,3.930277,3.779860,1.009105,36.346779
37,0.000351,0.001022,0.001204,3.999580,3.876604,1.002802,36.738035
38,0.000325,0.001033,0.001321,3.582440,3.412801,1.010563,36.974896
39,0.000300,0.001036,0.001474,3.191133,2.946543,1.027113,36.204999
40,0.000275,0.000948,0.001326,3.422305,3.311040,1.008396,36.425796
41,0.000251,0.000940,0.001233,3.991805,3.871151,1.005712,36.367835
42,0.000227,0.000957,0.001328,3.453733,3.248105,1.021554,36.633684
43,0.000204,0.000887,0.001415,3.258922,3.107056,1.015355,36.228852
