metric,label,dir,method,n,mean,std,median,q1,q3,floor_p95
snr_imp_scaled,SNR improvement [dB],↑,B01,22,11.162654773222888,3.5180040784563618,10.977864126703196,8.996569356597318,13.887525987070095,
snr_imp_scaled,SNR improvement [dB],↑,B02,22,9.72535141350057,3.7775316563289016,9.253456350881413,6.683225528244432,10.973011716227855,
snr_imp_scaled,SNR improvement [dB],↑,M00,22,1.8310705853972182,0.07204286404884351,1.818226609859423,1.7738146527120138,1.8788407601436221,
snr_imp_scaled,SNR improvement [dB],↑,M01,22,5.589606047403371,2.483971001129991,6.08682633070189,4.547564162782092,7.4087703424674345,
snr_imp_scaled,SNR improvement [dB],↑,M02,22,3.3809572642450045,2.782653112410634,3.064444423730893,2.4582943324537476,4.914624037390364,
snr_imp_scaled,SNR improvement [dB],↑,M03,22,6.385187399065279,2.832010185742744,6.484017228586234,4.391914784598552,7.880670963214079,
snr_imp_scaled,SNR improvement [dB],↑,M04,22,8.522403036123468,2.993531516374282,8.329361767320757,6.18025926874816,10.032576809776048,
snr_imp_scaled,SNR improvement [dB],↑,M04np,22,7.9864987683659905,2.9523751920186965,8.454477979194149,5.5196687383089875,9.793972841260105,
snr_imp_scaled,SNR improvement [dB],↑,M05,22,5.597625334971107,2.4507142145537397,5.647567077437412,4.195835819149421,6.837740238730866,
snr_imp_scaled,SNR improvement [dB],↑,M05f,22,3.6068136057578486,2.110079437925333,3.7751176194239973,2.7114086164607905,5.459379069515336,
snr_imp_scaled,SNR improvement [dB],↑,M06,22,11.448514235053743,3.7509034765881255,12.046106445510524,10.335457320198882,13.785975819372851,
snr_imp_scaled,SNR improvement [dB],↑,M07,22,10.469790284548976,3.427956477018656,10.787844439019864,9.637418297382553,12.46479580609413,
snr_imp_scaled,SNR improvement [dB],↑,M08,22,11.945130124982438,3.7384958860833923,12.158112881368172,10.39308179995963,14.185761401924092,
snr_imp_scaled,SNR improvement [dB],↑,M10,22,10.536626839763805,3.8690925098244184,11.18725151679789,9.189342124108123,12.864031633789422,
snr_imp_scaled,SNR improvement [dB],↑,M_FE,22,6.63403704560946,3.303853508858519,5.80799488155832,4.417842654325872,8.061072482534659,
rmse,RMSE [mV],↓,B01,22,0.033546527533620245,0.015013805803006593,0.031392273899380624,0.022024843304675752,0.04606607378736367,0.001503897846792
rmse,RMSE [mV],↓,B02,22,0.032544862191417286,0.00936903236913728,0.03260527744880372,0.025199844005104034,0.038306665383965516,0.001503897846792
rmse,RMSE [mV],↓,M00,22,0.10173665926428228,0.016109783747584358,0.09981481684648238,0.08964136547245158,0.11445674015321133,0.001503897846792
rmse,RMSE [mV],↓,M01,22,0.05358126940611387,0.014690469325066888,0.04989965402713242,0.043431197566201486,0.06439071174762201,0.001503897846792
rmse,RMSE [mV],↓,M02,22,0.05853814226511,0.0182319264111156,0.05555507217227809,0.04809981940317044,0.07051549950128573,0.001503897846792
rmse,RMSE [mV],↓,M03,22,0.05191674816170332,0.014286494439335799,0.052066428233106934,0.0407430847569045,0.06017639897901042,0.001503897846792
rmse,RMSE [mV],↓,M04,22,0.04795520518775614,0.014445664924868372,0.045143732341047904,0.037144341813236434,0.056985566836889726,0.001503897846792
rmse,RMSE [mV],↓,M04np,22,0.0486646923666667,0.014502973330557263,0.04730187492547173,0.0381875913676722,0.05943951076286636,0.001503897846792
rmse,RMSE [mV],↓,M05,22,0.047079728862990854,0.01448721228105711,0.04442939307364059,0.03851221809733628,0.05775236155072705,0.001503897846792
rmse,RMSE [mV],↓,M05f,22,0.05607974602768798,0.01376322207654782,0.05614219717050202,0.04549347376455008,0.06290917793966368,0.001503897846792
rmse,RMSE [mV],↓,M06,22,0.02404919984159436,0.013150470048234284,0.020042890718643153,0.016096569095005345,0.028647463185133833,0.001503897846792
rmse,RMSE [mV],↓,M07,22,0.024635678979731786,0.013179879827891728,0.021986130041138148,0.017785517918759066,0.028138554302646168,0.001503897846792
rmse,RMSE [mV],↓,M08,22,0.023382664656018962,0.012172539192980466,0.019939796906925954,0.016212805805417865,0.025857798543932456,0.001503897846792
rmse,RMSE [mV],↓,M10,22,0.02515684072519905,0.015745119018458473,0.020262757648983692,0.01685759238435719,0.028932744577075984,0.001503897846792
rmse,RMSE [mV],↓,M_FE,22,0.06147506348760536,0.017177052221058257,0.06272980889283708,0.05262719764049939,0.07083386557501399,0.001503897846792
cc,Pearson CC,↑,B01,22,0.959679841231745,0.027760511025932896,0.970065519631182,0.9444212960930806,0.9784788640398936,5.040924410621428e-05
cc,Pearson CC,↑,B02,22,0.9601176281960594,0.018938626344836302,0.9612884308193776,0.9470601790891904,0.9778761703028656,5.040924410621428e-05
cc,Pearson CC,↑,M00,22,0.8346512385581789,0.004831506854870442,0.8341443340046446,0.8313453484081476,0.8379382763743031,5.040924410621428e-05
cc,Pearson CC,↑,M01,22,0.925980215689356,0.029035494796557624,0.9295150509462073,0.9037505342987497,0.9507355771264715,5.040924410621428e-05
cc,Pearson CC,↑,M02,22,0.9166580043412872,0.040409843021537765,0.9233461614986124,0.9002429446211762,0.9484636741364456,5.040924410621428e-05
cc,Pearson CC,↑,M03,22,0.922965962079914,0.029112339120145738,0.9285081892499195,0.9027496044449613,0.9483137377968217,5.040924410621428e-05
cc,Pearson CC,↑,M04,22,0.932161429994479,0.025474237569721635,0.9344630412805859,0.9162287661541655,0.9528764987268341,5.040924410621428e-05
cc,Pearson CC,↑,M04np,22,0.929905285825171,0.02750349666996024,0.9338621324456554,0.9108258047128782,0.9526623166556314,5.040924410621428e-05
cc,Pearson CC,↑,M05,22,0.937330723831499,0.03429517427930786,0.9403409652023689,0.9236576353644523,0.9599510482555402,5.040924410621428e-05
cc,Pearson CC,↑,M05f,22,0.9200269194332802,0.03658269565498057,0.9294469616215286,0.9056209765039372,0.945789289069882,5.040924410621428e-05
cc,Pearson CC,↑,M06,22,0.978081996035155,0.03083949245343011,0.9863244325975709,0.9786874532584524,0.9927275459921904,5.040924410621428e-05
cc,Pearson CC,↑,M07,22,0.9797942890754416,0.03349691438617881,0.9885881408398913,0.9822227677242769,0.9906943420249341,5.040924410621428e-05
cc,Pearson CC,↑,M08,22,0.9789623502070088,0.026206621600154092,0.987354052415694,0.9791910994443295,0.9920918091979047,5.040924410621428e-05
cc,Pearson CC,↑,M10,22,0.9773846304260144,0.04355222885836824,0.9875651722581702,0.9810942991215643,0.9922455781724923,5.040924410621428e-05
cc,Pearson CC,↑,M_FE,22,0.9082285552742277,0.03148713387501389,0.9099753342606317,0.888688989395718,0.9297559076980298,5.040924410621428e-05
se,R-peak Se,↑,B01,22,0.993186258007862,0.014079921131094386,0.9978096887945171,0.991243961352657,1.0,
se,R-peak Se,↑,B02,22,0.9876010420173063,0.015772404377347077,0.9907899779630163,0.9843651107594937,0.9975727272836541,
se,R-peak Se,↑,M00,22,0.9865498282686574,0.016452760739417236,0.9894617791307289,0.9826754385964912,0.9978233575502292,
se,R-peak Se,↑,M01,22,0.9864949314746302,0.016428851120731017,0.9894617791307289,0.9826754385964912,0.9978233575502292,
se,R-peak Se,↑,M02,22,0.9867222681813431,0.016450468155795553,0.9897609728823036,0.9843651107594937,0.9978233575502292,
se,R-peak Se,↑,M03,22,0.9869135892927665,0.016383143611677014,0.9901936581084047,0.9834035722979553,0.9959113172716738,
se,R-peak Se,↑,M04,22,0.9870484184386693,0.016414376753004906,0.99060086324398,0.9843651107594937,0.9959113172716738,
se,R-peak Se,↑,M04np,22,0.9869960354213134,0.016561173730882454,0.99060086324398,0.9843651107594937,0.9968096203771076,
se,R-peak Se,↑,M05,22,0.9863990466451522,0.01658367224504042,0.9897609728823036,0.9840924426450742,0.9951962142968455,
se,R-peak Se,↑,M05f,22,0.9836260206471547,0.015609289961948027,0.9856387764282502,0.9790397502284496,0.9936491852943585,
se,R-peak Se,↑,M06,22,0.9872809502108723,0.02787663003217667,0.9985969628372005,0.9903322440087147,1.0,
se,R-peak Se,↑,M07,22,0.9888479422650363,0.02239322301475915,0.9985969628372005,0.990438808373591,1.0,
se,R-peak Se,↑,M08,22,0.9854435986876106,0.03766407027030581,0.9979355871758249,0.9909947273662552,1.0,
se,R-peak Se,↑,M10,22,0.9715356339388077,0.09827185041551416,0.9979249198264479,0.990438808373591,1.0,
se,R-peak Se,↑,M_FE,22,0.9865692036077259,0.016380353357005197,0.9894617791307289,0.9826754385964912,0.9978233575502292,
ppv,R-peak PPV,↑,B01,22,0.9995816789047072,0.0011851050559505633,1.0,1.0,1.0,
ppv,R-peak PPV,↑,B02,22,0.980151405255845,0.01958574943468776,0.9866186758684619,0.9658513225461148,0.9987140610961366,
ppv,R-peak PPV,↑,M00,22,0.9769136728843318,0.022486606255658917,0.9848869865678387,0.9612479310345677,0.9987011211375445,
ppv,R-peak PPV,↑,M01,22,0.9770586790797767,0.02249583114910684,0.9848869865678387,0.9612479310345677,0.9987266365488529,
ppv,R-peak PPV,↑,M02,22,0.9780676671663243,0.02110960995235121,0.984441791303301,0.9614528521546739,0.9987266365488529,
ppv,R-peak PPV,↑,M03,22,0.9815947674840676,0.01854207334344678,0.987245157288215,0.9667184537425603,0.999706572769953,
ppv,R-peak PPV,↑,M04,22,0.9811963075347798,0.018657467850259214,0.9849094395243203,0.9655767557294685,0.9987266365488529,
ppv,R-peak PPV,↑,M04np,22,0.9824232085853272,0.017756990462072547,0.9860196365975475,0.9677887048535586,0.9987266365488529,
ppv,R-peak PPV,↑,M05,22,0.9795854986369712,0.02087674165653374,0.9882403477352775,0.9669587386484808,0.9987140610961366,
ppv,R-peak PPV,↑,M05f,22,0.9783415339913026,0.02076922825532996,0.9826424612260356,0.9618228577258221,0.998395584648954,
ppv,R-peak PPV,↑,M06,22,0.9956537164734588,0.013621015675404123,1.0,0.9983333333333333,1.0,
ppv,R-peak PPV,↑,M07,22,0.9975512003647583,0.006093445852523339,1.0,0.9987275162648297,1.0,
ppv,R-peak PPV,↑,M08,22,0.9935141342520057,0.019417457963473432,1.0,0.9971717171717172,1.0,
ppv,R-peak PPV,↑,M10,22,0.9936640135164503,0.022723816606965017,1.0,0.99921875,1.0,
ppv,R-peak PPV,↑,M_FE,22,0.9767919955075322,0.022711742423955725,0.9848869865678387,0.9612479310345677,0.9987266365488529,
rpeak_mae_ms,R-peak MAE [ms],↓,B01,22,8.618847090560388,5.848738574889546,7.896980905038072,3.7030720851475567,13.486714891436026,0.0
rpeak_mae_ms,R-peak MAE [ms],↓,B02,22,8.675143149373287,5.855646614928147,7.888852535374863,3.7717301675276955,13.49034827227496,0.0
rpeak_mae_ms,R-peak MAE [ms],↓,M00,22,8.693104315291658,5.8990917602706725,7.891831260537654,3.7724568932834264,13.659158594944827,0.0
rpeak_mae_ms,R-peak MAE [ms],↓,M01,22,8.695154721729812,5.895225414986496,7.8843007120863895,3.7724568932834264,13.659158594944827,0.0
rpeak_mae_ms,R-peak MAE [ms],↓,M02,22,8.689662749662425,5.876216574334442,7.880062968838749,3.770119741056253,13.595346768844523,0.0
rpeak_mae_ms,R-peak MAE [ms],↓,M03,22,8.800271706512255,5.897800650639996,8.064355470726984,3.839029708398851,13.800813707657596,0.0
rpeak_mae_ms,R-peak MAE [ms],↓,M04,22,8.732094749353955,5.908871305704581,7.963352561962351,3.8453779526650225,13.624128085538672,0.0
rpeak_mae_ms,R-peak MAE [ms],↓,M04np,22,8.728788723234297,5.887723281555452,7.9438482813768765,3.84337446033895,13.592225017861026,0.0
