epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008727,0.004204,-0.529821,-1.065219,0.959705,40.054750
2,0.000659,0.003385,0.002292,1.153816,0.923707,0.991490,41.096578
3,0.000993,0.002683,0.002114,1.780225,1.545970,0.983740,41.021138
4,0.000999,0.002282,0.001901,1.842219,1.630706,0.998759,41.351360
5,0.000997,0.002307,0.001766,2.145296,1.963215,1.009315,40.669331
6,0.000993,0.001883,0.003525,0.431141,0.171703,1.049505,40.541812
7,0.000988,0.001936,0.001841,2.216796,2.080362,1.008201,40.911370
8,0.000981,0.001631,0.002048,2.195496,1.678579,1.043876,41.136498
9,0.000973,0.001732,0.001666,2.716474,2.561751,1.001337,41.031535
10,0.000963,0.001752,0.001756,2.757767,2.568117,1.006638,40.754959
11,0.000952,0.001770,0.001499,3.083224,2.932454,1.001987,41.069835
12,0.000940,0.001954,0.001566,3.580364,3.350552,0.979246,40.962187
13,0.000926,0.001677,0.001720,2.443327,2.287091,1.004051,41.431861
14,0.000911,0.001507,0.001667,3.029162,2.853965,1.012242,42.026842
15,0.000895,0.001577,0.001392,3.857223,3.613849,1.014011,40.896068
16,0.000877,0.001510,0.001612,3.933959,3.695538,0.971562,40.586542
17,0.000859,0.001722,0.002192,1.311868,1.129522,1.025897,41.339788
18,0.000839,0.001430,0.001392,4.063539,3.951542,1.008680,41.159207
19,0.000818,0.001462,0.001471,3.404982,3.268447,0.994674,40.926508
20,0.000797,0.001463,0.001440,3.154085,3.068664,0.997398,40.597367
21,0.000774,0.001429,0.001385,3.911800,3.757743,1.011411,40.953824
22,0.000751,0.001269,0.001341,3.878939,3.754477,1.003286,42.031372
23,0.000726,0.001205,0.001241,4.322513,4.218542,1.004148,41.630937
24,0.000701,0.001313,0.001307,4.375383,4.280726,0.994290,41.484946
25,0.000676,0.001401,0.001492,3.515440,3.335125,1.021937,41.569696
26,0.000650,0.001383,0.001416,3.864263,3.762175,1.003438,41.272672
27,0.000623,0.001235,0.001342,3.980045,3.878428,1.002088,40.754750
28,0.000596,0.001370,0.001399,3.694664,3.565066,1.002840,40.988369
