epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008931,0.004765,-1.461740,-1.824092,0.945709,36.075676
2,0.000659,0.003466,0.002285,0.167164,-0.004927,0.979176,35.669988
3,0.000993,0.002124,0.001816,1.235575,1.047304,1.003578,36.096848
4,0.000999,0.001977,0.002420,0.824854,0.554187,1.026275,35.826378
5,0.000997,0.002096,0.002637,0.411493,0.077147,1.024074,35.377366
6,0.000993,0.001589,0.001748,1.630253,1.454818,1.011607,35.860617
7,0.000988,0.001658,0.001579,2.113189,1.959208,1.002328,35.614744
8,0.000981,0.001403,0.001387,2.617378,2.353361,1.023443,35.901946
9,0.000973,0.001392,0.001409,2.921237,2.757901,1.002804,35.337998
10,0.000963,0.001394,0.001568,2.316815,2.189977,1.006030,35.477458
11,0.000952,0.001466,0.001460,2.385270,2.259143,0.994390,36.384732
12,0.000940,0.001536,0.001671,2.120628,1.980048,1.007478,35.560036
13,0.000926,0.001457,0.001451,2.705754,2.511816,1.012513,34.928325
14,0.000911,0.001296,0.001373,2.653327,2.550561,1.004057,34.842036
15,0.000895,0.001315,0.001270,3.228179,3.116558,1.001902,35.551851
16,0.000877,0.001286,0.001302,2.770408,2.627255,1.011252,35.671558
17,0.000859,0.001246,0.001262,3.112037,2.950689,1.013902,36.498304
18,0.000839,0.001188,0.001407,2.461236,2.234450,1.027237,35.034993
19,0.000818,0.001187,0.001273,2.982055,2.890988,1.004345,35.506237
20,0.000797,0.001261,0.001462,2.343488,2.238313,1.008714,35.185948
21,0.000774,0.001235,0.001227,3.272900,3.178373,0.999028,34.380008
22,0.000751,0.001042,0.001292,2.822755,2.594448,1.022902,34.626842
23,0.000726,0.001005,0.001187,3.277096,3.067669,1.014267,34.865332
24,0.000701,0.001076,0.001317,2.793246,2.679245,1.011455,34.436475
25,0.000676,0.001071,0.001108,3.592535,3.490542,1.000469,35.044985
26,0.000650,0.001096,0.001215,3.545846,3.428051,1.008275,33.835868
27,0.000623,0.001023,0.001136,3.578621,3.468792,1.000247,33.206373
28,0.000596,0.001102,0.001360,2.187352,1.990310,1.023043,33.865132
29,0.000569,0.001013,0.001305,2.608987,2.278413,1.030035,33.641305
30,0.000542,0.000969,0.001238,2.869669,2.672215,1.019386,34.127126
31,0.000514,0.001016,0.001343,2.547126,2.410459,1.014763,32.924883
32,0.000487,0.000968,0.001317,2.226770,2.123035,1.013678,34.089861
33,0.000459,0.000961,0.001172,3.138729,2.867148,1.023651,34.233810
34,0.000432,0.000933,0.001285,2.461942,2.298796,1.020110,35.136988
35,0.000405,0.000938,0.001155,2.974078,2.835044,1.013806,34.088980
36,0.000378,0.000954,0.001280,2.187169,2.081015,1.012033,33.445464
37,0.000351,0.000971,0.001227,2.776260,2.668884,1.012990,34.364309
