epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.008994,0.004585,-1.160591,-1.720451,0.964725,39.456357
2,0.000659,0.003609,0.002975,-0.546074,-0.914061,0.993112,39.974951
3,0.000993,0.002569,0.002141,0.978280,0.761874,0.980333,40.118315
4,0.000999,0.002394,0.001915,1.475488,1.219643,1.003387,40.074178
5,0.000997,0.002207,0.002138,1.083335,0.886623,1.012762,39.975536
6,0.000993,0.001817,0.001846,1.858922,1.587691,1.015180,40.073640
7,0.000988,0.002061,0.002646,0.150936,-0.198869,1.032321,39.414372
8,0.000981,0.001804,0.001639,2.276019,2.156759,0.996749,40.093864
9,0.000973,0.001908,0.001881,1.687585,1.519094,0.993963,39.956883
10,0.000963,0.001698,0.001637,2.577367,2.334371,1.003542,39.514891
11,0.000952,0.001680,0.001746,2.097895,1.921993,1.002007,39.525230
12,0.000940,0.001874,0.001751,2.084128,1.838479,0.987657,39.812290
13,0.000926,0.001845,0.001711,1.410955,1.162776,0.987799,39.889794
14,0.000911,0.001592,0.001680,2.046054,1.852067,0.996169,39.429597
15,0.000895,0.001652,0.001682,1.918132,1.774227,1.001782,39.783611
16,0.000877,0.001565,0.002157,0.684306,0.516821,1.017566,39.820333
17,0.000859,0.001594,0.001856,1.412063,1.291401,1.002745,40.002877
18,0.000839,0.001431,0.002320,-0.001594,-0.190142,1.026128,39.696297
19,0.000818,0.001480,0.001863,1.358664,1.147890,1.017452,39.745881
20,0.000797,0.001511,0.001775,2.411539,2.119399,0.979435,39.331945
21,0.000774,0.001482,0.001643,2.322494,2.191267,1.008514,39.918052
22,0.000751,0.001356,0.001782,1.791971,1.611659,1.008270,39.993140
