epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.033572,0.023923,1.585349,1.068477,0.918885,41.942187
2,0.000659,0.020210,0.016775,2.771380,2.517190,0.955541,41.638684
3,0.000993,0.015902,0.014124,3.621732,3.401281,0.985305,41.892504
4,0.000999,0.015315,0.017464,1.740560,1.547268,1.000886,41.255034
5,0.000997,0.014882,0.012640,3.721638,3.603335,1.002375,41.373329
6,0.000993,0.012798,0.011974,4.173912,4.061533,1.002945,41.137221
7,0.000988,0.012944,0.011594,4.601586,4.486355,0.989300,40.968041
8,0.000981,0.012140,0.011391,4.735626,4.638938,0.986503,41.196791
9,0.000973,0.011846,0.011456,4.866589,4.752202,0.984881,41.355813
10,0.000963,0.011623,0.012234,3.903312,3.779971,1.008330,41.519514
11,0.000952,0.012198,0.011483,4.765866,4.588098,1.001054,41.756871
12,0.000940,0.011951,0.011293,4.674979,4.548891,1.005606,40.685336
13,0.000926,0.011403,0.011787,4.085140,3.992611,0.999887,40.665356
14,0.000911,0.011332,0.011072,4.911828,4.821992,0.993816,41.614388
15,0.000895,0.011143,0.010480,5.107573,5.022483,0.995586,41.119750
16,0.000877,0.010651,0.010833,4.968229,4.857208,1.003013,40.885617
17,0.000859,0.011226,0.010903,4.879985,4.807965,0.998306,40.861700
18,0.000839,0.010479,0.010488,5.060038,4.965875,0.999897,41.509369
19,0.000818,0.010609,0.011045,4.899673,4.766204,1.011490,41.331349
20,0.000797,0.010379,0.010774,4.731118,4.638547,1.008126,41.033150
21,0.000774,0.010438,0.010979,4.445897,4.328180,1.008877,41.000020
22,0.000751,0.010046,0.011206,4.329737,4.225847,1.008575,40.997654
23,0.000726,0.009529,0.010531,5.114208,5.000409,1.002467,40.474102
24,0.000701,0.009989,0.010699,5.026154,4.929449,1.008106,41.021309
25,0.000676,0.009846,0.010486,5.148938,5.070197,1.001298,40.916036
26,0.000650,0.010031,0.010502,5.212923,5.109910,1.000537,40.890876
27,0.000623,0.009602,0.011610,3.825307,3.709002,1.012831,41.220868
28,0.000596,0.010040,0.010122,5.428575,5.341702,0.995341,41.137411
29,0.000569,0.009419,0.010209,5.269873,5.188334,1.002506,41.013035
30,0.000542,0.009396,0.010116,5.243840,5.155758,1.005354,41.527254
31,0.000514,0.009334,0.010116,5.274780,5.171395,1.004622,41.336344
32,0.000487,0.009209,0.010585,4.881339,4.776906,1.008695,41.054713
33,0.000459,0.009102,0.009815,5.609861,5.507839,1.008986,41.446510
34,0.000432,0.008925,0.010493,4.808037,4.713396,1.006049,41.838392
35,0.000405,0.009043,0.010383,4.998202,4.908233,1.006595,41.203051
36,0.000378,0.009228,0.010389,5.004311,4.898341,1.011133,41.258171
37,0.000351,0.009101,0.010476,4.961832,4.862055,1.008422,41.148527
38,0.000325,0.009051,0.010224,4.867432,4.754796,1.011311,40.645115
39,0.000300,0.008774,0.010561,4.805675,4.683827,1.014580,40.580871
40,0.000275,0.008565,0.010991,4.550110,4.359644,1.020746,40.465824
41,0.000251,0.008759,0.010663,4.718905,4.608807,1.013009,41.085103
42,0.000227,0.008637,0.010511,4.713151,4.599674,1.011316,41.659133
43,0.000204,0.008457,0.010121,5.023075,4.918533,1.009105,41.667151
44,0.000183,0.008826,0.011182,4.027732,3.895043,1.015200,41.793793
45,0.000162,0.008200,0.009889,5.306914,5.211749,1.006457,41.565723
