probe,record,seg,method,halluc_energy,gap_s,beat_type,beat_cc,n_beats
p3,S030,0,M00,,,V,0.9787127717566564,2.0
p3,S030,0,M_FE,,,N,0.9292571535457437,83.0
p3,S030,0,M_FE,,,V,0.9813334459182828,2.0
p3,S030,0,M01,,,N,0.9711034102395116,83.0
p3,S030,0,M01,,,V,0.9956093070920701,2.0
p3,S030,0,M04,,,N,0.9767395475481435,83.0
p3,S030,0,M04,,,V,0.9989992736542208,2.0
p3,S030,0,M05,,,N,0.9950006614917963,83.0
p3,S030,0,M05,,,V,0.9338946797932597,2.0
p3,S030,0,B01,,,N,0.9945037851816309,83.0
p3,S030,0,B01,,,V,0.9995750281635029,2.0
p3,S030,0,M06,,,N,0.9963366351959225,83.0
p3,S030,0,M06,,,V,0.9991571910945574,2.0
p3,S030,0,M07,,,N,0.9914063668061228,83.0
p3,S030,0,M07,,,V,0.9989527236484634,2.0
p3,S030,0,M08,,,N,0.9958780602911327,83.0
p3,S030,0,M08,,,V,0.9990521761941318,2.0
p3,S031,0,M00,,,N,0.9239836022748021,88.0
p3,S031,0,M00,,,V,0.978618054743683,3.0
p3,S031,0,M_FE,,,N,0.9263034169291182,88.0
p3,S031,0,M_FE,,,V,0.9810146435159077,3.0
p3,S031,0,M01,,,N,0.9246396568961983,88.0
p3,S031,0,M01,,,V,0.9809813722706803,3.0
p3,S031,0,M04,,,N,0.9264267125927046,88.0
p3,S031,0,M04,,,V,0.9811420372453391,3.0
p3,S031,0,M05,,,N,0.9297058288381215,88.0
p3,S031,0,M05,,,V,0.9626726745789237,3.0
p3,S031,0,B01,,,N,0.9354777536173092,88.0
p3,S031,0,B01,,,V,0.9823550209943933,3.0
p3,S031,0,M06,,,N,0.9720310112148844,88.0
p3,S031,0,M06,,,V,0.986988190076505,3.0
p3,S031,0,M07,,,N,0.986380696777,88.0
p3,S031,0,M07,,,V,0.9879013793693457,3.0
p3,S031,0,M08,,,N,0.973101574734762,88.0
p3,S031,0,M08,,,V,0.9858576147684328,3.0
p3,S032,0,M00,,,N,0.8809071101936461,92.0
p3,S032,0,M00,,,V,0.9799663642424116,6.0
p3,S032,0,M_FE,,,N,0.9344526018142633,92.0
p3,S032,0,M_FE,,,V,0.9944982529160494,6.0
p3,S032,0,M01,,,N,0.911361500914814,92.0
p3,S032,0,M01,,,V,0.9979589994533383,6.0
p3,S032,0,M04,,,N,0.9824133608102888,92.0
p3,S032,0,M04,,,V,0.9985010418366248,6.0
p3,S032,0,M05,,,N,0.9853906122027495,92.0
p3,S032,0,M05,,,V,0.904261531356565,6.0
p3,S032,0,B01,,,N,0.9929255778778101,92.0
p3,S032,0,B01,,,V,0.9991285584439334,6.0
p3,S032,0,M06,,,N,0.9047842806021908,92.0
p3,S032,0,M06,,,V,0.9955210203485619,6.0
p3,S032,0,M07,,,N,0.8771014791314936,92.0
p3,S032,0,M07,,,V,0.9951453276301893,6.0
p3,S032,0,M08,,,N,0.9240582574687414,92.0
p3,S032,0,M08,,,V,0.9985301961796892,6.0
p3,S033,0,M00,,,N,0.9759602938339518,59.0
p3,S033,0,M_FE,,,N,0.9814418190422628,59.0
p3,S033,0,M01,,,N,0.9888555323549025,59.0
p3,S033,0,M04,,,N,0.990535094909454,59.0
p3,S033,0,M05,,,N,0.9926941688821292,59.0
p3,S033,0,B01,,,N,0.9920572714354399,59.0
p3,S033,0,M06,,,N,0.9951748216854385,59.0
p3,S033,0,M07,,,N,0.9904560090111029,59.0
p3,S033,0,M08,,,N,0.9935048896890498,59.0
p3,S034,0,M00,,,N,0.9679723117481495,61.0
p3,S034,0,M00,,,V,0.9962076934956258,6.0
p3,S034,0,M_FE,,,N,0.9827015101005733,61.0
p3,S034,0,M_FE,,,V,0.9983005316558797,6.0
p3,S034,0,M01,,,N,0.9821586914860211,61.0
p3,S034,0,M01,,,V,0.9986249258605474,6.0
p3,S034,0,M04,,,N,0.9890892363070175,61.0
p3,S034,0,M04,,,V,0.9990530516142754,6.0
p3,S034,0,M05,,,N,0.9876289703413281,61.0
p3,S034,0,M05,,,V,0.978492466759605,6.0
p3,S034,0,B01,,,N,0.9919214767702933,61.0
p3,S034,0,B01,,,V,0.9992034393287851,6.0
p3,S034,0,M06,,,N,0.9971213506659515,61.0
p3,S034,0,M06,,,V,0.999307817132033,6.0
p3,S034,0,M07,,,N,0.9940306490632044,61.0
p3,S034,0,M07,,,V,0.9989182575558644,6.0
p3,S034,0,M08,,,N,0.9966038724022039,61.0
p3,S034,0,M08,,,V,0.998986581393592,6.0
p3,S035,0,M00,,,N,0.9377077527050313,72.0
p3,S035,0,M00,,,V,0.9902888061624693,3.0
p3,S035,0,M_FE,,,N,0.9380804921567882,72.0
p3,S035,0,M_FE,,,V,0.9907287921436178,3.0
p3,S035,0,M01,,,N,0.9467174637452667,72.0
p3,S035,0,M01,,,V,0.9930572651584907,3.0
p3,S035,0,M04,,,N,0.9381692765489734,72.0
p3,S035,0,M04,,,V,0.9907985939609283,3.0
p3,S035,0,M05,,,N,0.9558773397916621,72.0
p3,S035,0,M05,,,V,0.9643449012383094,3.0
p3,S035,0,B01,,,N,0.9810481537842487,72.0
p3,S035,0,B01,,,V,0.9965780653282309,3.0
p3,S035,0,M06,,,N,0.9944838143079084,72.0
p3,S035,0,M06,,,V,0.9976521979738265,3.0
p3,S035,0,M07,,,N,0.9950927144115227,72.0
p3,S035,0,M07,,,V,0.9978681761529749,3.0
p3,S035,0,M08,,,N,0.9944606727565133,72.0
p3,S035,0,M08,,,V,0.9981287661751987,3.0
p3,S036,0,M00,,,N,0.9795060529624534,80.0
p3,S036,0,M00,,,V,0.9999854693009298,2.0
p3,S036,0,M_FE,,,N,0.9845781367984724,80.0
p3,S036,0,M_FE,,,V,0.9998908584608885,2.0
p3,S036,0,M01,,,N,0.9726646305723688,80.0
p3,S036,0,M01,,,V,0.9998894029780688,2.0
p3,S036,0,M04,,,N,0.9845769710040767,80.0
p3,S036,0,M04,,,V,0.9998907298435694,2.0
p3,S036,0,M05,,,N,0.9845145728245048,80.0
p3,S036,0,M05,,,V,0.9243542971037206,2.0
p3,S036,0,B01,,,N,0.9847580117592446,80.0
p3,S036,0,B01,,,V,0.9998906328662281,2.0
p3,S036,0,M06,,,N,0.9943567729002208,80.0
p3,S036,0,M06,,,V,0.9996795073267812,2.0
p3,S036,0,M07,,,N,0.9964031276472447,80.0
p3,S036,0,M07,,,V,0.9989138832880091,2.0
p3,S036,0,M08,,,N,0.995031411658415,80.0
p3,S036,0,M08,,,V,0.9997675615693132,2.0
p3,S037,0,M00,,,N,0.9308397158385135,86.0
p3,S037,0,M00,,,V,0.9950429190027845,2.0
p3,S037,0,M_FE,,,N,0.9296281457157132,86.0
p3,S037,0,M_FE,,,V,0.9955562761552585,2.0
p3,S037,0,M01,,,N,0.936211453498322,86.0
p3,S037,0,M01,,,V,0.9954368768927024,2.0
p3,S037,0,M04,,,N,0.9307287327277889,86.0
p3,S037,0,M04,,,V,0.9954956863157385,2.0
p3,S037,0,M05,,,N,0.9488154829408711,86.0
p3,S037,0,M05,,,V,0.9808064715401423,2.0
p3,S037,0,B01,,,N,0.9612653890565543,86.0
p3,S037,0,B01,,,V,0.996216004423237,2.0
p3,S037,0,M06,,,N,0.9875100846395111,86.0
p3,S037,0,M06,,,V,0.9955813931101924,2.0
p3,S037,0,M07,,,N,0.9917250211155619,86.0
p3,S037,0,M07,,,V,0.9949511761428731,2.0
p3,S037,0,M08,,,N,0.9864998856267573,86.0
p3,S037,0,M08,,,V,0.9962537826212573,2.0
p3,S038,0,M00,,,N,0.948652002854039,91.0
p3,S038,0,M00,,,V,0.9658552729505004,5.0
p3,S038,0,M_FE,,,N,0.9536977772157629,91.0
p3,S038,0,M_FE,,,V,0.9743895970339785,5.0
p3,S038,0,M01,,,N,0.9508793230918898,91.0
p3,S038,0,M01,,,V,0.9741647984750825,5.0
p3,S038,0,M04,,,N,0.95506465890488,91.0
p3,S038,0,M04,,,V,0.9741513937947033,5.0
p3,S038,0,M05,,,N,0.9541353845718393,91.0
p3,S038,0,M05,,,V,0.9113378229954142,5.0
p3,S038,0,B01,,,N,0.9619018210720621,91.0
p3,S038,0,B01,,,V,0.9756687690420159,5.0
p3,S038,0,M06,,,N,0.9852537441842423,91.0
p3,S038,0,M06,,,V,0.9841897785217532,5.0
p3,S038,0,M07,,,N,0.9891875205604086,91.0
p3,S038,0,M07,,,V,0.9854663988302269,5.0
p3,S038,0,M08,,,N,0.9838713047907949,91.0
p3,S038,0,M08,,,V,0.9849568184615105,5.0
p3,S039,0,M00,,,N,0.9195443145673822,54.0
p3,S039,0,M00,,,V,0.9727487287310971,4.0
p3,S039,0,M_FE,,,N,0.9271401606877111,54.0
p3,S039,0,M_FE,,,V,0.9788414069421554,4.0
p3,S039,0,M01,,,N,0.9815513203302673,54.0
p3,S039,0,M01,,,V,0.9952180821460107,4.0
p3,S039,0,M04,,,N,0.9819157908476481,54.0
p3,S039,0,M04,,,V,0.9985755121401547,4.0
p3,S039,0,M05,,,N,0.995242685632661,54.0
p3,S039,0,M05,,,V,0.9522218452410595,4.0
p3,S039,0,B01,,,N,0.9976863879331306,54.0
p3,S039,0,B01,,,V,0.9997063720309993,4.0
p3,S039,0,M06,,,N,0.9958121719966839,54.0
p3,S039,0,M06,,,V,0.9989171775012544,4.0
p3,S039,0,M07,,,N,0.996502071593846,54.0
p3,S039,0,M07,,,V,0.9983684605814993,4.0
p3,S039,0,M08,,,N,0.9943178368051945,54.0
p3,S039,0,M08,,,V,0.9990372242674141,4.0
p3,S040,0,M00,,,N,0.9050637472408108,61.0
p3,S040,0,M00,,,V,0.955095817608225,3.0
p3,S040,0,M_FE,,,N,0.9971563310685949,61.0
p3,S040,0,M_FE,,,V,0.9967952977243976,3.0
p3,S040,0,M01,,,N,0.990342744582768,61.0
p3,S040,0,M01,,,V,0.9971849294245384,3.0
p3,S040,0,M04,,,N,0.9978328188451747,61.0
p3,S040,0,M04,,,V,0.9971525260352704,3.0
p3,S040,0,M05,,,N,0.995577738444753,61.0
p3,S040,0,M05,,,V,0.9602908788486261,3.0
p3,S040,0,B01,,,N,0.9981619829022714,61.0
p3,S040,0,B01,,,V,0.9971864176451976,3.0
p3,S040,0,M06,,,N,0.9976106931385592,61.0
p3,S040,0,M06,,,V,0.9978896236535414,3.0
p3,S040,0,M07,,,N,0.9958008961476722,61.0
p3,S040,0,M07,,,V,0.9971535671442937,3.0
p3,S040,0,M08,,,N,0.9967984926645809,61.0
p3,S040,0,M08,,,V,0.9978599328080602,3.0
p3,S041,0,M00,,,N,0.9288620905681979,65.0
p3,S041,0,M00,,,V,0.9853731050104049,6.0
p3,S041,0,M_FE,,,N,0.9298877249010611,65.0
p3,S041,0,M_FE,,,V,0.9858036555826436,6.0
p3,S041,0,M01,,,N,0.9388220482635974,65.0
p3,S041,0,M01,,,V,0.9864828958704144,6.0
p3,S041,0,M04,,,N,0.9307834310218948,65.0
p3,S041,0,M04,,,V,0.98632079361591,6.0
p3,S041,0,M05,,,N,0.9435867353844744,65.0
p3,S041,0,M05,,,V,0.9695276883157501,6.0
p3,S041,0,B01,,,N,0.9659450514683083,65.0
p3,S041,0,B01,,,V,0.9895062532751461,6.0
p3,S041,0,M06,,,N,0.9890354851410242,65.0
p3,S041,0,M06,,,V,0.9881181830274457,6.0
p3,S041,0,M07,,,N,0.9897886943578571,65.0
p3,S041,0,M07,,,V,0.9902158167815029,6.0
p3,S041,0,M08,,,N,0.988407738012479,65.0
p3,S041,0,M08,,,V,0.9903670314950714,6.0
p3,S042,0,M00,,,N,0.9188443602067573,76.0
p3,S042,0,M00,,,V,0.9892969783857962,2.0
p3,S042,0,M_FE,,,N,0.932027437022463,76.0
p3,S042,0,M_FE,,,V,0.9929297292825658,2.0
p3,S042,0,M01,,,N,0.9796533654826449,76.0
p3,S042,0,M01,,,V,0.9973167936043958,2.0
p3,S042,0,M04,,,N,0.9903324884315553,76.0
p3,S042,0,M04,,,V,0.9985773436721626,2.0
p3,S042,0,M05,,,N,0.9951740268839446,76.0
p3,S042,0,M05,,,V,0.9264059231202141,2.0
p3,S042,0,B01,,,N,0.9948419146954025,76.0
p3,S042,0,B01,,,V,0.9989403080893955,2.0
p3,S042,0,M06,,,N,0.9943589108368492,76.0
p3,S042,0,M06,,,V,0.9985366389271801,2.0
p3,S042,0,M07,,,N,0.9945359913131907,76.0
p3,S042,0,M07,,,V,0.9982047897624304,2.0
p3,S042,0,M08,,,N,0.9951758366069824,76.0
p3,S042,0,M08,,,V,0.998335797033433,2.0
p3,S043,0,M00,,,N,0.9221560088287857,79.0
p3,S043,0,M00,,,V,0.9111902303176762,7.0
p3,S043,0,M_FE,,,N,0.9258729316945138,79.0
p3,S043,0,M_FE,,,V,0.9131219380201856,7.0
p3,S043,0,M01,,,N,0.9441214596970002,79.0
p3,S043,0,M01,,,V,0.9381077109447579,7.0
p3,S043,0,M04,,,N,0.9400321620774824,79.0
p3,S043,0,M04,,,V,0.9221069073758322,7.0
p3,S043,0,M05,,,N,0.9551860232338342,79.0
p3,S043,0,M05,,,V,0.9360727216033771,7.0
p3,S043,0,B01,,,N,0.9882974188712839,79.0
p3,S043,0,B01,,,V,0.9913981466338635,7.0
p3,S043,0,M06,,,N,0.9951002299783542,79.0
p3,S043,0,M06,,,V,0.9946526436237297,7.0
p3,S043,0,M07,,,N,0.9910810496923472,79.0
p3,S043,0,M07,,,V,0.9931594435511911,7.0
p3,S043,0,M08,,,N,0.9953736938187965,79.0
p3,S043,0,M08,,,V,0.9932205156642585,7.0
