probe,record,seg,method,halluc_energy,gap_s,beat_type,beat_cc,n_beats
p1,100,0,M00,0.14988381012124327,0.4,,,
p1,100,0,M_FE,0.04227228124962917,0.4,,,
p1,100,0,M01,0.04670991593908629,0.4,,,
p1,100,0,M04,0.038429695756226664,0.4,,,
p1,100,0,M05,0.054440905192813534,0.4,,,
p1,100,0,B01,0.044476008284506714,0.4,,,
p1,100,0,M06,0.017499356338989993,0.4,,,
p1,100,0,M07,0.010425129423330409,0.4,,,
p1,100,0,M08,0.007843969460142722,0.4,,,
p1,103,0,M00,0.0710821956912832,0.4,,,
p1,103,0,M_FE,0.05199344943437989,0.4,,,
p1,103,0,M01,0.0390088236812738,0.4,,,
p1,103,0,M04,0.03116105623551628,0.4,,,
p1,103,0,M05,0.05133001792288644,0.4,,,
p1,103,0,B01,0.036888401094348565,0.4,,,
p1,103,0,M06,0.006157722801059015,0.4,,,
p1,103,0,M07,0.0040596841889014934,0.4,,,
p1,103,0,M08,0.005624611807157081,0.4,,,
p1,105,0,M00,0.16879079789944842,0.4,,,
p1,105,0,M_FE,0.004106037606112375,0.4,,,
p1,105,0,M01,0.0018866650743179626,0.4,,,
p1,105,0,M04,0.001649567955190957,0.4,,,
p1,105,0,M05,0.018985999532043555,0.4,,,
p1,105,0,B01,0.0016156927226322832,0.4,,,
p1,105,0,M06,0.0020847951376340252,0.4,,,
p1,105,0,M07,0.001464602617876342,0.4,,,
p1,105,0,M08,0.0015026750650844662,0.4,,,
p1,111,0,M00,0.1714739022603283,0.4,,,
p1,111,0,M_FE,0.0016353914643135203,0.4,,,
p1,111,0,M01,0.0007712333587906003,0.4,,,
p1,111,0,M04,0.001269592499169277,0.4,,,
p1,111,0,M05,0.011574379097714886,0.4,,,
p1,111,0,B01,0.0006320267094634202,0.4,,,
p1,111,0,M06,0.0006127973159389047,0.4,,,
p1,111,0,M07,0.0007622092219567719,0.4,,,
p1,111,0,M08,0.0022206864463778725,0.4,,,
p1,113,0,M00,0.0016824521503708018,0.4,,,
p1,113,0,M_FE,0.003244697045953534,0.4,,,
p1,113,0,M01,0.0030087374819068573,0.4,,,
p1,113,0,M04,0.0029031355139294847,0.4,,,
p1,113,0,M05,0.002651305303223589,0.4,,,
p1,113,0,B01,0.0027028487402602527,0.4,,,
p1,113,0,M06,0.0022880152190392893,0.4,,,
p1,113,0,M07,0.0034867995360291994,0.4,,,
p1,113,0,M08,0.0035879388040745168,0.4,,,
p1,117,0,M00,0.1038584349399109,0.4,,,
p1,117,0,M_FE,0.011919204103766705,0.4,,,
p1,117,0,M01,0.01596781879345963,0.4,,,
p1,117,0,M04,0.012878042628536332,0.4,,,
p1,117,0,M05,0.017074966082446297,0.4,,,
p1,117,0,B01,0.007782115059264223,0.4,,,
p1,117,0,M06,0.01841961851201039,0.4,,,
p1,117,0,M07,0.007775125513836828,0.4,,,
p1,117,0,M08,0.013175733563106942,0.4,,,
p1,121,0,M00,0.2458881225945633,0.4,,,
p1,121,0,M_FE,0.018433792418907552,0.4,,,
p1,121,0,M01,0.01841433782472403,0.4,,,
p1,121,0,M04,0.018653372345232563,0.4,,,
p1,121,0,M05,0.01722935608473226,0.4,,,
p1,121,0,B01,0.019683431743536386,0.4,,,
p1,121,0,M06,0.006345146150186304,0.4,,,
p1,121,0,M07,0.0016059357348000482,0.4,,,
p1,121,0,M08,0.00799996323388908,0.4,,,
p1,123,0,M00,0.013689503830521678,0.4,,,
p1,123,0,M_FE,0.04301827010102648,0.4,,,
p1,123,0,M01,0.04407789105276448,0.4,,,
p1,123,0,M04,0.04291280852730211,0.4,,,
p1,123,0,M05,0.044860826455916686,0.4,,,
p1,123,0,B01,0.042885232254864986,0.4,,,
p1,123,0,M06,0.019132664780357914,0.4,,,
p1,123,0,M07,0.009528512444586827,0.4,,,
p1,123,0,M08,0.017580493275762707,0.4,,,
p1,200,0,M00,0.027082455966534125,0.4,,,
p1,200,0,M_FE,0.020844608616990144,0.4,,,
p1,200,0,M01,0.020483677639949852,0.4,,,
p1,200,0,M04,0.019563062542575844,0.4,,,
p1,200,0,M05,0.019410385956672424,0.4,,,
p1,200,0,B01,0.018255469185137985,0.4,,,
p1,200,0,M06,0.012878657007123588,0.4,,,
p1,200,0,M07,0.01175820682039516,0.4,,,
p1,200,0,M08,0.014115959196491976,0.4,,,
p1,202,0,M00,0.2606817297614637,0.4,,,
p1,202,0,M_FE,0.03539035821667595,0.4,,,
p1,202,0,M01,0.03176457937271366,0.4,,,
p1,202,0,M04,0.037444200898751126,0.4,,,
p1,202,0,M05,0.0338290861484401,0.4,,,
p1,202,0,B01,0.03524946260684609,0.4,,,
p1,202,0,M06,0.02426662209971748,0.4,,,
p1,202,0,M07,0.014654898999376704,0.4,,,
p1,202,0,M08,0.026156320788944323,0.4,,,
p1,210,0,M00,0.06302598025668173,0.4,,,
p1,210,0,M_FE,0.048328899016738085,0.4,,,
p1,210,0,M01,0.048160466931936104,0.4,,,
p1,210,0,M04,0.04617632743755427,0.4,,,
p1,210,0,M05,0.041989319338002276,0.4,,,
p1,210,0,B01,0.04352996342474435,0.4,,,
p1,210,0,M06,0.033714387966503744,0.4,,,
p1,210,0,M07,0.030143179322811693,0.4,,,
p1,210,0,M08,0.0337828944501796,0.4,,,
p1,212,0,M00,0.0413315705528655,0.4,,,
p1,212,0,M_FE,0.054593810346821973,0.4,,,
p1,212,0,M01,0.05883046092859403,0.4,,,
p1,212,0,M04,0.05378117716774971,0.4,,,
p1,212,0,M05,0.06375032864083612,0.4,,,
p1,212,0,B01,0.0502476184364341,0.4,,,
p1,212,0,M06,0.020888640371478508,0.4,,,
p1,212,0,M07,0.014145948067986872,0.4,,,
p1,212,0,M08,0.03143251745373533,0.4,,,
p1,213,0,M00,0.005585479758590202,0.4,,,
p1,213,0,M_FE,0.002739046076377537,0.4,,,
p1,213,0,M01,0.001811181393034097,0.4,,,
p1,213,0,M04,0.0013025849646594537,0.4,,,
p1,213,0,M05,0.0018892852881285855,0.4,,,
p1,213,0,B01,0.0013267862024937916,0.4,,,
p1,213,0,M06,0.00132385063034952,0.4,,,
p1,213,0,M07,0.0005083857419755142,0.4,,,
p1,213,0,M08,0.0017388426321890108,0.4,,,
p1,214,0,M00,0.20730815461683716,0.4,,,
p1,214,0,M_FE,0.11244794379150105,0.4,,,
p1,214,0,M01,0.04821085441055687,0.4,,,
p1,214,0,M04,0.011776198758734813,0.4,,,
p1,214,0,M05,0.010901104669698148,0.4,,,
p1,214,0,B01,0.012404642408852319,0.4,,,
p1,214,0,M06,0.007184512897654385,0.4,,,
p1,214,0,M07,0.00540293782741245,0.4,,,
p1,214,0,M08,0.005386517598486175,0.4,,,
p1,219,0,M00,0.108915929084539,0.4,,,
p1,219,0,M_FE,0.08598286739673318,0.4,,,
p1,219,0,M01,0.08743855575696145,0.4,,,
p1,219,0,M04,0.09130657229823892,0.4,,,
p1,219,0,M05,0.09064977310763005,0.4,,,
p1,219,0,B01,0.08677014573038354,0.4,,,
p1,219,0,M06,0.014604981899232117,0.4,,,
p1,219,0,M07,0.02464148231550508,0.4,,,
p1,219,0,M08,0.004783934903055966,0.4,,,
