run_id,arm,seed,n_params,loss,best_metric,best_epoch,n_epochs,wall_s,sec_per_epoch,source,fixed_snr_in,fixed_snr_imp_strict,fixed_snr_imp_scaled,fixed_gain_bias,fixed_rmse,fixed_loss,band_-5_0,band_0_5,band_5_10,band_10_15,band_15_20,env_git_commit,env_python,env_torch,env_platform,env_device,env_amp,env_threads,env_gpu,env_cuda,env_cudnn
m06_l1__s0,m06_l1,0,976489,L1,3.4826388262212276,34,46,1490.2,32.4,mitdb,15.496415298315696,3.982746849954128,4.117009268701077,1.0046870494261384,0.02696301256364677,0.0011331270856317134,9.464080951735378,7.01522057801485,4.41756519973278,1.4464748039841653,-1.9397688508033752,74e6149e37db370533c15fd86b1d75e1f92aa909,3.13.15,2.11.0+cu128,Linux-6.6.122+-x86_64-with-glibc2.39,cuda,False,1,Tesla T4,12.8,91900
m06_l1__s1,m06_l1,1,976489,L1,4.944600079208612,43,55,990.2,18.0,mitdb,15.496415298315696,4.043293322622776,4.145580960065127,0.9997864723205566,0.027311686584289417,0.0011781118402723223,9.404096698015929,6.896087593585253,4.328650908172131,1.3990020498633384,-1.7786013528704643,ead9547672967432fb801e30a334b2f2414268ef,3.14.7,2.11.0+cu128,Windows-11-10.0.26200-SP0,cuda,False,6,NVIDIA GeForce RTX 3070,12.8,91900
m06_l1__s2,m06_l1,2,976489,L1,4.330167914927006,27,39,1015.1,26.03,mitdb,15.496415298315696,3.769740346074104,3.9225913271307946,1.0009426126256584,0.028016476031916683,0.0012309645826462656,8.896746480464936,6.639548304677009,4.252556777000427,1.4734892442822456,-1.6962900206446647,ead9547672967432fb801e30a334b2f2414268ef,3.14.7,2.11.0+cu128,Windows-11-10.0.26200-SP0,cuda,False,6,NVIDIA GeForce RTX 3070,12.8,91900
m06_l1__s3,m06_l1,3,976489,L1,4.391652169451118,36,48,1261.9,26.29,mitdb,15.496415298315696,3.87034253180027,3.9884356521070004,1.0042337393388152,0.02796920204491471,0.001241103996289894,9.249705209583045,6.752465486153961,4.20417536944151,1.3936953373253345,-1.6905160799622536,ead9547672967432fb801e30a334b2f2414268ef,3.14.7,2.11.0+cu128,Windows-11-10.0.26200-SP0,cuda,False,6,NVIDIA GeForce RTX 3070,12.8,91900
m06_l1__s4,m06_l1,4,976489,L1,3.8832763969898223,18,30,1053.9,35.13,mitdb,15.496414953976636,3.1487047098577023,3.2730453230440615,1.0021911174058915,0.029147414291946915,0.001310256536817178,8.501871382445097,6.206757673621178,3.725949013978243,0.6156606823205948,-2.9718669652938843,2c0a5c9e5b2df2fe1b67a45ce1f27d0d689b827f,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4,,,
m06_l1__s5,m06_l1,5,976489,L1,3.919682076573372,22,34,1176.9,34.61,mitdb,15.496414953976636,3.4018920537084343,3.562414475902915,1.0015351409092546,0.02913860545377247,0.001346941920928657,8.5313647441566,6.291511473432183,3.9604196354746817,1.1964584477245808,-2.0071409486234186,b67016c56b0639502eb19afa822644124af76035,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4,,,
m06_l1_nb2__s0,m06_l1_nb2,0,1266505,L1,3.452643759548664,50,60,1947.9,32.46,mitdb,15.496415298315696,3.9961420446634293,4.096447289735079,1.0039365618489682,0.02757721456400759,0.0012136469362303615,9.324915831908584,6.862712706252933,4.328450242057443,1.413271626830101,-1.6862501434981823,74e6149e37db370533c15fd86b1d75e1f92aa909,3.13.15,2.11.0+cu128,Linux-6.6.122+-x86_64-with-glibc2.39,cuda,False,1,Tesla T4,12.8,91900
m06_l1_nb2__s1,m06_l1_nb2,1,1266505,L1,4.372016528248787,41,53,1367.1,25.79,mitdb,15.496415298315696,3.4901108227670194,3.600844743847847,1.0050410241819918,0.0290115416784829,0.0013095734757371247,9.034083972871304,6.449824089184403,3.8337482936680316,0.8411283060908318,-2.404749674350023,ead9547672967432fb801e30a334b2f2414268ef,3.14.7,2.11.0+cu128,Windows-11-10.0.26200-SP0,cuda,False,6,NVIDIA GeForce RTX 3070,12.8,91900
m06_l1_nb2__s2,m06_l1_nb2,2,1266505,L1,4.299498692899943,45,57,1478.6,25.94,mitdb,15.496415298315696,3.9074838012456894,4.021942979097366,1.0042063693515957,0.027608119995420566,0.0012050551420543342,9.241235066391528,6.729144654795528,4.249459704011679,1.372031705826521,-1.8628539338707923,ead9547672967432fb801e30a334b2f2414268ef,3.14.7,2.11.0+cu128,Windows-11-10.0.26200-SP0,cuda,False,6,NVIDIA GeForce RTX 3070,12.8,91900
m06_l1_nb2__s3,m06_l1_nb2,3,1266505,L1,3.9071914572268724,21,33,859.6,26.05,mitdb,15.496415298315696,3.4404273465275765,3.5544369995594023,0.9942586156539619,0.029268920278263978,0.001405373978195712,8.654978086054324,6.282706165313721,3.959388539940119,1.1203763417899608,-2.212632282823324,ead9547672967432fb801e30a334b2f2414268ef,3.14.7,2.11.0+cu128,Windows-11-10.0.26200-SP0,cuda,False,6,NVIDIA GeForce RTX 3070,12.8,91900
m06_l1_nb2__s4,m06_l1_nb2,4,1266505,L1,4.375383268296718,24,36,1481.6,41.16,mitdb,15.496414953976636,3.657768353819847,3.762922548502684,0.9901942273601889,0.0293225261317275,0.0014065588475205004,8.577208877541125,6.375218397751451,4.094168688356876,1.5573070041835309,-1.4287210658192635,97b2a00bb2e1f0f20ec181f7e1e96a73ce947ce5,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4,,,
