run_id,arm,seed,n_params,loss,best_metric,best_epoch,n_epochs,wall_s,sec_per_epoch,source,fixed_snr_in,fixed_snr_imp_strict,fixed_snr_imp_scaled,fixed_gain_bias,fixed_rmse,fixed_loss,band_-5_0,band_0_5,band_5_10,band_10_15,band_15_20,pert_m5,pert_m5_band_-5_0,pert_m5_band_0_5,pert_m5_band_5_10,pert_m5_band_10_15,pert_m5_band_15_20,pert_m2,pert_m2_band_-5_0,pert_m2_band_0_5,pert_m2_band_5_10,pert_m2_band_10_15,pert_m2_band_15_20,pert_p2,pert_p2_band_-5_0,pert_p2_band_0_5,pert_p2_band_5_10,pert_p2_band_10_15,pert_p2_band_15_20,pert_p5,pert_p5_band_-5_0,pert_p5_band_0_5,pert_p5_band_5_10,pert_p5_band_10_15,pert_p5_band_15_20,env_git_commit,env_python,env_torch,env_platform,env_device,env_amp,env_threads
m06_cond__s4,m06_cond,4,974693,L1,4.667470648884773,35,47,1686.4,35.88,mitdb,15.496414953976636,4.049696666747332,4.174676696211099,1.003845630493015,0.027325089286023285,0.0011407317069824785,8.883190190419555,6.323191062733531,3.984206762164831,1.7566456273198128,-0.1993705429136753,3.724109010398388,8.740309738740326,6.09610694013536,3.674159149825573,1.1497903600335122,-1.2834804691374302,4.0130856275558475,8.84854331202805,6.250461577996612,3.876629164069891,1.528199093043804,-0.6152369312942028,4.280347629636526,8.877034391462804,6.3583168528974054,4.048180724680424,1.9248424276709557,0.09763819724321365,4.279051999002695,8.764153375849128,6.303129929304123,4.011080337315798,2.0030806005001067,0.22483470439910888,1cb9a2320013e96c5a31ba659d0d2670d7676a18,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4
m06_cond__s5,m06_cond,5,974693,L1,4.4884026445448395,32,44,1571.6,35.72,mitdb,15.496414953976636,4.072565483301878,4.263774814456701,1.0184332254342734,0.027367965302619267,0.0011504677124321461,8.72816792409867,6.251735814288258,3.950171106308699,1.7594552427530288,0.24560297653079033,3.546396571397781,8.495388082042336,5.932394924387336,3.5419597566127776,0.8651324510574341,-1.3577330850064755,3.9937566474080084,8.656353238224984,6.141301871091128,3.7965383283793925,1.375828179717064,-0.3110128782689571,4.44265000000596,8.759661411121488,6.324618493020535,4.078825007379055,2.108805028349161,0.5008076965808869,4.437583383917809,8.70157592818141,6.323346154019236,4.171107989549637,2.369745722413063,0.23013203591108322,be3c7d86182609a5516e72faca4a619f0c7322a8,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4
m06_l1__s4,m06_l1,4,976489,L1,3.8832763969898223,18,30,1053.9,35.13,mitdb,15.496414953976636,3.1487047098577023,3.2730453230440615,1.0021911174058915,0.029147414291946915,0.001310256536817178,8.501871382445097,6.206757673621178,3.725949013978243,0.6156606823205948,-2.9718669652938843,,,,,,,,,,,,,,,,,,,,,,,,,6192c4a893ba64daf773b221dd2b87310c4dc3cb,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4
m06_l1__s5,m06_l1,5,976489,L1,3.919682076573372,22,34,1181.1,34.74,mitdb,15.496414953976636,3.4018920537084343,3.562414475902915,1.0015351409092546,0.02913860545377247,0.001346941920928657,8.5313647441566,6.291511473432183,3.9604196354746817,1.1964584477245808,-2.0071409486234186,,,,,,,,,,,,,,,,,,,,,,,,,1cb9a2320013e96c5a31ba659d0d2670d7676a18,3.11.15,2.13.0+cu130,Linux-6.18.44-fc-v24-x86_64-with-glibc2.39,cpu,False,4
