epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.024752,0.010298,2.543770,1.955508,0.907781,37.088753
2,0.000659,0.006385,0.004940,5.133627,4.938454,0.999582,45.800252
3,0.000993,0.003904,0.003654,6.724482,6.557471,0.988429,35.153225
4,0.000999,0.003707,0.004095,6.142911,5.930903,1.028404,36.189322
5,0.000997,0.003035,0.003250,7.494033,7.350110,0.995000,42.292363
6,0.000993,0.002954,0.003730,6.987159,6.805641,1.022305,35.553776
7,0.000988,0.002667,0.003043,7.703670,7.547871,1.001974,33.632762
8,0.000981,0.002474,0.002894,7.837985,7.721432,0.987698,34.437856
9,0.000973,0.002615,0.003386,7.382227,7.173769,1.032585,35.133582
10,0.000963,0.002660,0.003190,7.454041,7.313530,1.013149,35.227270
11,0.000952,0.002297,0.002972,8.190416,7.981192,1.022776,35.813722
12,0.000940,0.002317,0.002646,8.450268,8.311872,0.991373,35.908123
13,0.000926,0.002407,0.002732,8.045937,7.847070,1.027328,35.351135
14,0.000911,0.002076,0.002447,8.711245,8.534888,0.983903,36.194659
15,0.000895,0.002106,0.002476,8.355843,8.226892,0.995870,35.220854
16,0.000877,0.002049,0.002449,8.759099,8.619742,0.997669,35.766130
17,0.000859,0.001955,0.003246,7.295837,7.191818,1.007933,36.072165
18,0.000839,0.002072,0.002396,9.118033,8.955083,1.000814,35.826834
19,0.000818,0.002001,0.002569,8.744736,8.631141,1.006705,36.044156
20,0.000797,0.001968,0.002895,7.959108,7.821522,1.014913,35.981948
21,0.000774,0.001886,0.003296,6.975005,6.838169,0.993938,35.522244
22,0.000751,0.001783,0.002306,8.951173,8.835119,0.998436,35.405259
23,0.000726,0.001702,0.002607,8.608108,8.451896,1.013303,34.933366
24,0.000701,0.001707,0.002255,9.185217,9.021194,1.013855,34.774701
25,0.000676,0.001694,0.002354,8.725723,8.552664,1.020077,34.480859
26,0.000650,0.001653,0.002453,8.829778,8.689022,1.012155,34.998960
27,0.000623,0.001708,0.002418,9.043212,8.912292,1.006687,34.616725
28,0.000596,0.001642,0.002275,8.916609,8.784789,1.009223,35.208413
29,0.000569,0.001612,0.002138,9.683551,9.558517,1.005434,35.267512
30,0.000542,0.001586,0.002450,9.077623,8.926441,1.024986,35.228018
31,0.000514,0.001554,0.002519,8.870085,8.659792,1.027582,35.566188
32,0.000487,0.001553,0.002551,9.023059,8.881786,1.020936,35.549694
33,0.000459,0.001482,0.002385,9.062088,8.863584,1.028053,36.417058
34,0.000432,0.001486,0.002458,9.002265,8.854799,1.006755,36.900339
35,0.000405,0.001509,0.002851,8.522417,8.321154,1.037811,36.018800
36,0.000378,0.001453,0.002340,9.295060,9.080666,1.028033,35.999579
37,0.000351,0.001448,0.002493,8.674813,8.502490,1.024958,35.892748
38,0.000325,0.001420,0.002378,9.287160,9.106162,1.033503,35.650940
39,0.000300,0.001459,0.002519,8.809031,8.668217,1.022329,36.043175
40,0.000275,0.001387,0.002615,8.801712,8.583406,1.034288,35.681056
41,0.000251,0.001383,0.002862,8.548121,8.389382,1.022656,36.222866
