rep,noise,true_snr,true_snr_eff,fe,estimator,est,err,lag1,artf,warn_corr
1,ma(emg),5,5.0,False,snr_isoelectric_db,16.237385980844394,11.237385980844394,0.2837998899549691,0.17037037037037037,1.0
1,ma(emg),10,10.0,False,snr_beat_residual_db,3.02680548345696,-6.97319451654304,0.4634487081256182,0.14705882352941177,1.0
1,ma(emg),10,10.0,False,snr_hsc_db,7.228990952470335,-2.771009047529665,0.4634487081256182,0.14705882352941177,1.0
1,ma(emg),10,10.0,False,snr_isoelectric_db,16.436728046981838,6.4367280469818375,0.4634487081256182,0.14705882352941177,1.0
1,ma(emg),15,15.0,False,snr_beat_residual_db,3.663481874743628,-11.336518125256372,0.5846725087227734,0.16176470588235295,1.0
1,ma(emg),15,15.0,False,snr_hsc_db,8.649736611273688,-6.350263388726312,0.5846725087227734,0.16176470588235295,1.0
1,ma(emg),15,15.0,False,snr_isoelectric_db,17.588866151066966,2.5888661510669664,0.5846725087227734,0.16176470588235295,1.0
1,ma(emg),20,20.0,False,snr_beat_residual_db,3.9355862075680816,-16.064413792431917,0.6770339487495964,0.14705882352941177,1.0
1,ma(emg),20,20.0,False,snr_hsc_db,9.206433120116985,-10.793566879883015,0.6770339487495964,0.14705882352941177,1.0
1,ma(emg),20,20.0,False,snr_isoelectric_db,19.571571262363083,-0.42842873763691713,0.6770339487495964,0.14705882352941177,1.0
1,em(motion),0,0.0,False,snr_beat_residual_db,2.458499831783006,2.458499831783006,0.7162692523221998,0.2222222222222222,1.0
1,em(motion),0,0.0,False,snr_hsc_db,-2.0837016549455996,-2.0837016549455996,0.7162692523221998,0.2222222222222222,1.0
1,em(motion),0,0.0,False,snr_isoelectric_db,24.062431481209106,24.062431481209106,0.7162692523221998,0.2222222222222222,1.0
1,em(motion),5,5.0,False,snr_beat_residual_db,3.995015594706036,-1.004984405293964,0.6998843081055648,0.18518518518518517,1.0
1,em(motion),5,5.0,False,snr_hsc_db,-0.589110972079135,-5.589110972079135,0.6998843081055648,0.18518518518518517,1.0
