epoch,lr,train_loss,val_loss,val_snr_imp_scaled,val_snr_imp_strict,val_gain_bias,secs
1,0.000326,0.009532,0.006428,-1.760235,-2.396791,0.936099,28.380594
2,0.000659,0.004655,0.003480,-0.793230,-1.214814,1.016965,28.579808
3,0.000993,0.002654,0.002990,0.119742,-0.372758,1.026890,27.281506
4,0.000999,0.002400,0.003075,0.211637,-0.070267,1.016670,27.902686
5,0.000997,0.002301,0.002374,0.816356,0.639777,1.011850,27.984127
6,0.000993,0.001864,0.001895,1.941782,1.715992,0.976948,28.157724
7,0.000988,0.001945,0.001938,1.766022,1.578195,1.000304,27.570912
8,0.000981,0.001689,0.001895,2.466110,2.267431,0.985597,27.473049
9,0.000973,0.001757,0.001696,2.616218,2.441243,1.002852,27.946298
10,0.000963,0.001718,0.001853,2.035023,1.732415,0.975741,27.884198
11,0.000952,0.001878,0.001982,1.526769,1.213963,1.028777,27.362187
12,0.000940,0.001880,0.002009,1.532831,1.276532,1.026067,27.888600
13,0.000926,0.001595,0.002087,1.902747,1.576883,1.027922,27.759772
14,0.000911,0.001595,0.002118,1.853222,1.548212,1.025959,27.880848
15,0.000895,0.001597,0.001620,2.836426,2.417148,1.024756,27.013632
16,0.000877,0.001596,0.002122,1.224374,0.999235,1.015843,26.937737
17,0.000859,0.001530,0.001723,2.583387,2.364261,1.015480,27.315134
18,0.000839,0.001415,0.001478,2.900839,2.800126,1.002512,27.776663
19,0.000818,0.001481,0.001490,2.918060,2.627882,1.014194,27.787465
20,0.000797,0.001420,0.001623,2.867279,2.729204,0.996769,27.233802
21,0.000774,0.001462,0.001657,2.785094,2.553583,1.019287,28.496396
22,0.000751,0.001347,0.001690,2.744668,2.571456,1.011113,28.184849
23,0.000726,0.001226,0.001539,2.819521,2.668415,0.998196,27.932830
24,0.000701,0.001336,0.001543,2.787578,2.656343,0.996229,28.091165
25,0.000676,0.001357,0.001499,2.796260,2.663284,1.003026,27.311794
26,0.000650,0.001441,0.001436,3.422568,3.123548,1.015255,28.161508
27,0.000623,0.001282,0.001632,2.539544,2.278898,1.023634,28.023374
28,0.000596,0.001379,0.001821,2.705749,2.378723,1.027892,27.736624
29,0.000569,0.001246,0.001419,3.161392,2.983077,1.013476,28.038337
30,0.000542,0.001237,0.001410,3.410448,3.107883,1.018341,27.795782
31,0.000514,0.001251,0.001591,3.103459,2.764858,1.018977,27.667190
32,0.000487,0.001211,0.001813,2.596676,2.368532,1.016879,27.396790
33,0.000459,0.001235,0.001715,2.764513,2.391136,1.031562,27.660286
34,0.000432,0.001162,0.001681,2.476495,2.166832,1.027294,27.622922
35,0.000405,0.001191,0.001586,2.949042,2.728204,1.017653,27.901647
36,0.000378,0.001196,0.001509,3.114797,2.839906,1.023226,28.074436
37,0.000351,0.001244,0.001431,2.955796,2.802593,1.013284,28.473870
38,0.000325,0.001240,0.001564,3.119168,2.890343,1.019872,27.343029
